Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0491l00s000227.c,884164,17270,2149,179466,8778,0,0,0,0.41,0,0,0,0,68,68,0.41,683560
p0491l00s000888.c,862718,17080,2059,176822,8798,0,0,0,0.41,0,0,0,0,67,67,0.41,684670
p0491l00s000271.c,881225,16971,2147,180084,8759,0,0,0,0.41,0,0,0,0,68,68,0.41,678005
p0491l00s000466.c,863727,17165,2311,176853,8801,0,0,0,0.41,0,0,0,0,68,68,0.41,687213
p0491l00s001023.c,872807,17073,2172,178880,8714,0,0,0,0.41,0,0,0,0,68,68,0.41,683605
p0491l00s000178.c,882671,17086,2127,181012,8710,0,0,0,0.41,0,0,0,0,70,70,0.41,674705
p0491l00s000033.c,877400,16756,2000,178753,8647,0,0,0,0.44,0,0,0,0,69,69,0.44,761126
p0491l00s001091.c,884868,17117,2193,180721,8720,0,0,0,0.41,0,0,0,0,69,69,0.42,671191
p0491l00s000976.c,862666,17016,2025,176932,8714,0,0,0,0.41,0,0,0,0,67,67,0.41,672645
p0491l00s000761.c,875808,16972,2089,179445,8628,0,0,0,0.41,0,0,0,0,68,68,0.41,672257
p0491l00s000967.c,873213,16730,2011,179096,8645,0,0,0,0.41,0,0,0,0,68,68,0.41,669012
p0491l00s000660.c,898822,17191,1506,182955,8808,0,0,0,0.41,0,0,0,0,69,69,0.41,668619
p0491l00s001010.c,893902,17316,2155,181995,8698,0,0,0,0.42,0,0,0,0,69,69,0.42,688198
p0491l00s000873.c,875163,16821,2077,179344,8731,0,0,0,0.41,0,0,0,0,68,68,0.41,666788
p0491l00s000332.c,875352,17035,2004,179566,8631,0,0,0,0.41,0,0,0,0,69,69,0.41,672912
p0491l00s001042.c,870264,16832,1502,178333,8626,0,0,0,0.38,0,0,0,0,68,68,0.38,606547
p0491l00s000840.c,860209,16973,2141,175663,8797,0,0,0,0.41,0,0,0,0,67,67,0.41,671081
p0491l00s000258.c,859471,16901,2127,176176,8714,0,0,0,0.40,0,0,0,0,67,67,0.40,658641
p0491l00s000696.c,861424,16636,2053,176065,8681,0,0,0,0.42,0,0,0,0,66,66,0.42,712625
p0491l00s000949.c,856753,16866,2075,175523,8756,0,0,0,0.43,0,0,0,0,67,67,0.43,735458
p0491l00s000398.c,855461,16995,2097,175250,8738,0,0,0,0.40,0,0,0,0,68,68,0.40,700614
p0491l00s000438.c,853480,16872,2122,174881,8720,0,0,0,0.40,0,0,0,0,66,66,0.40,665248
p0491l00s000828.c,863700,16965,1667,175817,8757,0,0,0,0.40,0,0,0,0,67,67,0.40,651448
p0491l00s000694.c,874381,17092,2199,179026,8674,0,0,0,0.42,0,0,0,0,69,69,0.42,689952
p0491l00s000037.c,859158,16904,2053,175398,8778,0,0,0,0.40,0,0,0,0,67,67,0.41,665984
p0491l00s000771.c,856089,16717,1147,175434,8699,0,0,0,0.39,0,0,0,0,67,67,0.39,598721
p0491l00s001002.c,869325,17191,2226,178075,8673,0,0,0,0.39,0,0,0,0,68,68,0.39,631142
p0491l00s000080.c,863669,17030,2328,177118,8729,0,0,0,0.41,0,0,0,0,68,68,0.41,669274
p0491l00s000292.c,856460,17297,2046,175395,8834,0,0,0,0.41,0,0,0,0,67,67,0.41,683841
p0491l00s000842.c,865469,17118,2217,176960,8720,0,0,0,0.41,0,0,0,0,68,68,0.41,680868
p0491l00s000362.c,869273,16998,2195,177407,8649,0,0,0,0.39,0,0,0,0,68,68,0.39,623654
p0491l00s001119.c,872316,16579,2096,178775,8620,0,0,0,0.41,0,0,0,0,69,69,0.41,676102
p0491l00s000306.c,883179,16933,1196,180928,8764,0,0,0,0.38,0,0,0,0,70,70,0.38,625326
p0491l00s000026.c,860699,17022,2110,175900,8730,0,0,0,0.41,0,0,0,0,66,66,0.41,692543
p0491l00s000209.c,874306,17051,2170,179040,8750,0,0,0,0.41,0,0,0,0,69,69,0.41,692718
p0491l00s000345.c,875157,17017,2098,179440,8706,0,0,0,0.41,0,0,0,0,68,68,0.41,675156
p0491l00s000764.c,858143,16994,2145,175818,8698,0,0,0,0.40,0,0,0,0,68,68,0.41,661753
p0491l00s000813.c,880263,16989,2107,179896,8654,0,0,0,0.41,0,0,0,0,69,69,0.41,685977
p0491l00s001122.c,859134,16821,2109,176132,8770,0,0,0,0.41,0,0,0,0,67,67,0.41,668280
p0491l00s000133.c,856305,16855,1995,175480,8804,0,0,0,0.40,0,0,0,0,67,67,0.41,669078
p0491l00s000320.c,885479,17045,2049,180220,8752,0,0,0,0.41,0,0,0,0,68,68,0.41,682297
p0491l00s000603.c,871400,16741,2128,178151,8730,0,0,0,0.41,0,0,0,0,68,68,0.41,671040
p0491l00s000779.c,879530,16939,2073,180258,8678,0,0,0,0.41,0,0,0,0,69,69,0.41,723085
p0491l00s000713.c,855273,16883,2289,175304,8634,0,0,0,0.39,0,0,0,0,66,66,0.39,666141
p0491l00s000321.c,858151,17054,2286,175838,8726,0,0,0,0.41,0,0,0,0,67,67,0.41,668472
p0491l00s000909.c,897394,18014,1834,183269,9056,0,0,0,0.44,0,0,0,0,71,71,0.44,666760
p0491l00s000512.c,879243,17284,1601,179778,8762,0,0,0,0.40,0,0,0,0,68,68,0.40,628135
p0491l00s000661.c,861359,16841,2139,176455,8725,0,0,0,0.40,0,0,0,0,67,67,0.41,674705
p0491l00s000926.c,880460,17076,2116,179963,8802,0,0,0,0.41,0,0,0,0,68,68,0.41,671825
p0491l00s000681.c,879068,16988,1629,180132,8697,0,0,0,0.40,0,0,0,0,69,69,0.41,636374
p0491l00s000501.c,890160,17427,2128,181329,8724,0,0,0,0.42,0,0,0,0,68,68,0.42,699570
p0491l00s000134.c,888656,18052,2291,182101,8941,0,0,0,0.46,0,0,0,0,69,69,0.46,702189
p0491l00s000798.c,861564,17170,2157,176410,8742,0,0,0,0.41,0,0,0,0,68,68,0.41,713214
p0491l00s000010.c,861879,16974,2136,176067,8723,0,0,0,0.41,0,0,0,0,67,67,0.41,660596
p0491l00s000337.c,872187,17008,2063,178669,8718,0,0,0,0.41,0,0,0,0,68,68,0.41,644025
p0491l00s000964.c,866619,16917,2118,177397,8687,0,0,0,0.41,0,0,0,0,69,69,0.41,678653
p0491l00s000723.c,2355779,48350,26920,436452,9559,0,0,0,1.36,0,0,0,0,507,507,1.36,1646492
p0491l00s000167.c,857592,16742,1935,175208,8612,0,0,0,0.40,0,0,0,0,67,67,0.40,688042
p0491l00s000987.c,874003,16899,2018,179111,8609,0,0,0,0.41,0,0,0,0,68,68,0.41,674169
p0491l00s000504.c,864149,16999,2317,177006,8694,0,0,0,0.41,0,0,0,0,68,68,0.41,680783
p0491l00s000993.c,874269,16849,1648,178600,8617,0,0,0,0.40,0,0,0,0,68,68,0.40,664821
p0491l00s000573.c,857283,16887,2042,175774,8730,0,0,0,0.40,0,0,0,0,66,66,0.40,656508
p0491l00s000077.c,861974,16804,2130,176557,8719,0,0,0,0.40,0,0,0,0,68,68,0.41,658664
p0491l00s001123.c,855937,16837,2088,175396,8689,0,0,0,0.40,0,0,0,0,67,67,0.40,670696
p0491l00s000019.c,867067,16997,2020,177648,8667,0,0,0,0.40,0,0,0,0,67,67,0.40,662753
p0491l00s000286.c,863239,16995,2348,176450,8702,0,0,0,0.41,0,0,0,0,67,67,0.41,664706
p0491l00s000715.c,876439,17011,2167,179551,8738,0,0,0,0.41,0,0,0,0,69,69,0.41,686343
p0491l00s000453.c,877029,16891,1397,179786,8699,0,0,0,0.40,0,0,0,0,69,69,0.40,621450
p0491l00s000043.c,897689,17356,2258,182797,8756,0,0,0,0.41,0,0,0,0,69,69,0.42,676424
p0491l00s000301.c,861210,16829,1628,175858,8617,0,0,0,0.40,0,0,0,0,67,67,0.40,635104
p0491l00s000397.c,882474,17111,1629,179371,8711,0,0,0,0.39,0,0,0,0,67,67,0.39,606338
p0491l00s000920.c,892430,17044,2191,181254,8894,0,0,0,0.42,0,0,0,0,68,68,0.42,689900
p0491l00s000357.c,871332,16915,2075,178458,8666,0,0,0,0.41,0,0,0,0,69,69,0.41,669313
p0491l00s000145.c,883765,17073,2119,180732,8764,0,0,0,0.41,0,0,0,0,68,68,0.41,713668
p0491l00s000923.c,869659,16989,2055,177681,8734,0,0,0,0.40,0,0,0,0,68,68,0.40,665940
p0491l00s000533.c,858893,16800,2072,176105,8722,0,0,0,0.40,0,0,0,0,68,68,0.40,669766
p0491l00s000056.c,874758,17198,2319,178587,8776,0,0,0,0.42,0,0,0,0,68,68,0.42,671810
p0491l00s000163.c,876434,16999,2092,179616,8697,0,0,0,0.41,0,0,0,0,68,68,0.41,675152
p0491l00s000550.c,860053,16937,1179,176142,8783,0,0,0,0.41,0,0,0,0,68,68,0.41,656162
p0491l00s000853.c,858372,16809,2126,175946,8834,0,0,0,0.41,0,0,0,0,66,66,0.41,670420
p0491l00s000505.c,873414,18335,2276,178916,9095,0,0,1,0.42,0,0,0,0,68,68,0.42,705320
p0491l00s000973.c,874920,17465,1644,177780,8833,0,0,0,0.41,0,0,0,0,66,66,0.41,625249
