Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0361l00s000930.c,859903,16883,2077,176241,8789,0,0,0,0.41,0,0,0,0,67,67,0.41,694281
p0361l00s002215.c,877678,17024,2156,179733,8669,0,0,0,0.41,0,0,0,0,69,69,0.41,673326
p0361l00s002003.c,867552,16829,2051,177216,8755,0,0,0,0.41,0,0,0,0,68,68,0.41,670733
p0361l00s001127.c,871549,16748,1600,178577,8596,0,0,0,0.40,0,0,0,0,68,68,0.40,721103
p0361l00s001810.c,860678,16975,2074,176452,8762,0,0,0,0.40,0,0,0,0,66,66,0.40,664258
p0361l00s002060.c,884707,17035,2247,181209,8691,0,0,0,0.42,0,0,0,0,70,70,0.42,681888
p0361l00s001226.c,862571,16727,2027,176846,8702,0,0,0,0.40,0,0,0,0,68,68,0.40,689006
p0361l00s001816.c,864878,17262,1955,177115,8766,0,0,0,0.41,0,0,0,0,67,67,0.41,669224
p0361l00s002664.c,854484,16857,2060,175081,8704,0,0,0,0.40,0,0,0,0,66,66,0.40,654550
p0361l00s000149.c,872100,17040,2171,178271,8808,0,0,0,0.41,0,0,0,0,69,69,0.41,674053
p0361l00s002421.c,866108,17025,2059,177443,8734,0,0,0,0.41,0,0,0,0,69,69,0.41,672080
p0361l00s002794.c,863124,17164,2190,176815,8723,0,0,0,0.41,0,0,0,0,67,67,0.41,675956
p0361l00s000106.c,863487,16999,2143,176795,8731,0,0,0,0.40,0,0,0,0,68,68,0.41,668117
p0361l00s001377.c,858591,16870,2081,175748,8759,0,0,0,0.41,0,0,0,0,67,67,0.41,673003
p0361l00s001396.c,864388,16969,2119,177226,8767,0,0,0,0.41,0,0,0,0,67,67,0.41,666911
p0361l00s001352.c,875353,17228,2256,178387,8808,0,0,0,0.41,0,0,0,0,68,68,0.41,672722
p0361l00s000152.c,859603,16916,2131,176053,8737,0,0,0,0.41,0,0,0,0,67,67,0.41,669194
p0361l00s000622.c,861437,16821,2169,176388,8710,0,0,0,0.40,0,0,0,0,67,67,0.41,665789
p0361l00s002947.c,861023,17117,2109,175967,8757,0,0,0,0.40,0,0,0,0,66,66,0.40,680289
p0361l00s000008.c,881271,16992,2189,180455,8717,0,0,0,0.41,0,0,0,0,70,70,0.42,678245
p0361l00s002724.c,869228,17109,2100,178196,8768,0,0,0,0.40,0,0,0,0,67,67,0.41,676189
p0361l00s001421.c,870017,16965,2254,178343,8664,0,0,0,0.41,0,0,0,0,69,69,0.41,670310
p0361l00s001111.c,874743,17064,2123,179382,8742,0,0,0,0.41,0,0,0,0,69,69,0.41,670123
p0361l00s002855.c,854807,16827,1988,175224,8664,0,0,0,0.40,0,0,0,0,66,66,0.40,670554
p0361l00s002974.c,889996,17157,2269,181554,8669,0,0,0,0.42,0,0,0,0,68,68,0.42,679317
p0361l00s002981.c,880558,17069,2126,180645,8813,0,0,0,0.41,0,0,0,0,68,68,0.41,674166
p0361l00s003011.c,854889,16855,1999,175143,8720,0,0,0,0.40,0,0,0,0,66,66,0.40,657809
p0361l00s000878.c,877568,16858,2099,179314,8791,0,0,0,0.41,0,0,0,0,68,68,0.41,672327
p0361l00s002165.c,866155,16722,2156,177584,8764,0,0,0,0.41,0,0,0,0,67,67,0.41,662772
p0361l00s002788.c,857615,16901,1904,175622,8694,0,0,0,0.40,0,0,0,0,67,67,0.40,665824
p0361l00s002359.c,870734,16730,2120,178423,8685,0,0,0,0.41,0,0,0,0,69,69,0.41,667106
p0361l00s002605.c,878456,17059,2204,179862,8668,0,0,0,0.41,0,0,0,0,69,69,0.41,668388
p0361l00s000364.c,856568,16676,2007,175553,8714,0,0,0,0.40,0,0,0,0,67,67,0.40,665290
p0361l00s001798.c,855189,17049,2142,175159,8719,0,0,0,0.41,0,0,0,0,66,66,0.41,674415
p0361l00s000013.c,885303,17265,1674,181477,8660,0,0,0,0.40,0,0,0,0,69,69,0.40,656300
p0361l00s000831.c,886600,17190,2202,181233,8752,0,0,0,0.41,0,0,0,0,69,69,0.41,717261
p0361l00s001299.c,878744,17021,2196,178850,8672,0,0,0,0.41,0,0,0,0,67,67,0.41,685967
p0361l00s000402.c,862029,16914,2315,175770,8705,0,0,0,0.41,0,0,0,0,67,67,0.41,672880
p0361l00s002595.c,882095,17005,2090,180256,8738,0,0,0,0.41,0,0,0,0,68,68,0.41,675908
