Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0567l00s000417.c,857864,17254,2324,175660,8685,0,0,0,0.41,0,0,0,0,68,68,0.41,671972
p0567l00s000497.c,862454,16663,1375,176771,8700,0,0,0,0.39,0,0,0,0,68,68,0.39,619253
p0567l00s000171.c,893542,17394,2265,182301,8749,0,0,0,0.42,0,0,0,0,69,69,0.42,685723
p0567l00s000429.c,860021,16769,2450,176112,8757,0,0,0,0.41,0,0,0,0,68,68,0.41,698175
p0567l00s000522.c,878190,17233,2147,179448,8693,0,0,0,0.41,0,0,0,0,69,69,0.41,679183
p0567l00s000150.c,870680,16955,2234,178350,8599,0,0,0,0.41,0,0,0,0,68,68,0.41,667357
p0567l00s000330.c,879142,17219,2284,178686,8692,0,0,0,0.42,0,0,0,0,67,67,0.42,679252
p0567l00s000549.c,863330,17220,1720,176880,8625,0,0,0,0.40,0,0,0,0,69,69,0.40,620518
p0567l00s000334.c,874642,17029,2182,179199,8685,0,0,0,0.41,0,0,0,0,69,69,0.41,684855
p0567l00s000433.c,865568,18176,1584,177282,8824,0,0,0,0.42,0,0,0,0,67,67,0.43,674327
p0567l00s000174.c,861438,17143,2070,176519,8649,0,0,0,0.41,0,0,0,0,67,67,0.41,667416
p0567l00s000000.c,880029,17049,2339,179818,8706,0,0,0,0.41,0,0,0,0,68,68,0.42,684794
p0567l00s000176.c,866945,16933,1096,176992,8618,0,0,0,0.38,0,0,0,0,67,67,0.38,638953
p0567l00s000089.c,855144,16806,2033,175249,8644,0,0,0,0.40,0,0,0,0,67,67,0.40,665103
p0567l00s000413.c,878837,17182,2061,179697,8770,0,0,0,0.41,0,0,0,0,68,68,0.41,674647
p0567l00s000110.c,890036,17381,2237,181480,8704,0,0,0,0.42,0,0,0,0,69,69,0.42,678604
p0567l00s000277.c,870136,16748,2139,178250,8593,0,0,0,0.41,0,0,0,0,68,68,0.41,677681
p0567l00s000087.c,882848,17130,2070,181036,8731,0,0,0,0.41,0,0,0,0,69,69,0.41,678217
p0567l00s000401.c,888077,17170,2203,181111,8674,0,0,0,0.41,0,0,0,0,69,69,0.41,683382
p0567l00s000460.c,864127,16986,2122,177031,8759,0,0,0,0.41,0,0,0,0,69,69,0.41,680070
p0567l00s000490.c,882225,16978,2137,180235,8725,0,0,0,0.41,0,0,0,0,69,69,0.41,679530
p0567l00s000326.c,863565,17013,2077,176892,8614,0,0,0,0.40,0,0,0,0,67,67,0.41,673122
p0567l00s000485.c,878230,17106,2119,179855,8707,0,0,0,0.41,0,0,0,0,69,69,0.41,694198
p0567l00s000370.c,882545,17056,2173,180247,8734,0,0,0,0.41,0,0,0,0,69,69,0.41,681119
