Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0289l00s001987.c,863640,17014,2039,177086,8842,0,0,0,0.40,0,0,0,0,68,68,0.40,676532
p0289l00s002531.c,880897,17059,2069,180637,8676,0,0,0,0.41,0,0,0,0,69,69,0.41,665841
p0289l00s001445.c,889146,17351,1378,181081,8819,0,0,0,0.39,0,0,0,0,68,68,0.39,651334
p0289l00s002190.c,879681,16901,2226,180187,8774,0,0,0,0.41,0,0,0,0,69,69,0.41,680555
p0289l00s001398.c,861552,17262,2044,176563,8627,0,0,0,0.40,0,0,0,0,67,67,0.40,669669
p0289l00s001999.c,861820,16760,2042,176715,8745,0,0,0,0.41,0,0,0,0,67,67,0.41,683493
p0289l00s001116.c,867004,16919,2148,177825,8740,0,0,0,0.41,0,0,0,0,68,68,0.41,664538
p0289l00s002059.c,876274,17102,2153,179407,8673,0,0,0,0.41,0,0,0,0,69,69,0.41,675293
p0289l00s000916.c,877045,17023,2173,179762,8731,0,0,0,0.41,0,0,0,0,68,68,0.41,673524
p0289l00s000405.c,874104,16956,2135,178984,8766,0,0,0,0.41,0,0,0,0,69,69,0.41,682041
p0289l00s001354.c,873849,17112,2161,179032,8740,0,0,0,0.41,0,0,0,0,68,68,0.41,673299
p0289l00s002139.c,868715,16867,2140,177424,8687,0,0,0,0.41,0,0,0,0,67,67,0.41,671230
p0289l00s000603.c,872435,17495,2134,177546,8668,0,0,0,0.41,0,0,0,0,67,67,0.41,681126
p0289l00s000890.c,840530,16558,1993,172075,8551,0,0,0,0.39,0,0,0,0,64,64,0.40,669216
p0289l00s002923.c,884670,17134,1382,181457,8778,0,0,0,0.39,0,0,0,0,69,69,0.39,640999
p0289l00s002348.c,865699,16923,1476,176851,8700,0,0,0,0.38,0,0,0,0,67,67,0.38,596677
p0289l00s002557.c,876682,16901,2285,179679,8677,0,0,0,0.41,0,0,0,0,69,69,0.41,679151
p0289l00s002398.c,878780,16942,1560,180062,8755,0,0,0,0.40,0,0,0,0,70,70,0.40,725058
p0289l00s001816.c,880402,16855,2146,180456,8705,0,0,0,0.41,0,0,0,0,70,70,0.41,687008
p0289l00s000069.c,885439,17058,2061,180572,8748,0,0,0,0.43,0,0,0,0,69,69,0.44,734835
p0289l00s000269.c,876836,17029,2166,179630,8736,0,0,0,0.41,0,0,0,0,69,69,0.41,688248
p0289l00s001651.c,898770,17312,2342,182928,8732,0,0,0,0.42,0,0,0,0,70,70,0.42,700194
p0289l00s002464.c,876291,16872,2129,179010,8717,0,0,0,0.41,0,0,0,0,69,69,0.41,672647
p0289l00s000164.c,856241,16758,2055,174935,8764,0,0,0,0.40,0,0,0,0,66,66,0.40,678419
p0289l00s000627.c,860861,16877,2144,176533,8691,0,0,0,0.41,0,0,0,0,67,67,0.41,671295
p0289l00s002692.c,862542,16933,2090,176771,8698,0,0,0,0.40,0,0,0,0,68,68,0.40,668708
p0289l00s000034.c,863137,17092,2006,176970,8720,0,0,0,0.40,0,0,0,0,67,67,0.40,664893
p0289l00s000869.c,886550,17037,2102,181264,8721,0,0,0,0.41,0,0,0,0,69,69,0.41,689569
p0289l00s002647.c,877637,17305,1347,179424,8653,0,0,0,0.39,0,0,0,0,68,68,0.39,643685
p0289l00s002177.c,865035,16890,1987,176816,8802,0,0,0,0.40,0,0,0,0,68,68,0.40,657300
p0289l00s000435.c,855430,16802,1996,175387,8813,0,0,0,0.40,0,0,0,0,66,66,0.40,688470
p0289l00s002744.c,857298,16954,2089,175653,8769,0,0,0,0.40,0,0,0,0,66,66,0.40,670771
p0289l00s002901.c,876893,16995,2102,179765,8754,0,0,0,0.41,0,0,0,0,68,68,0.41,674736
p0289l00s002755.c,875753,16810,2157,178922,8723,0,0,0,0.41,0,0,0,0,70,70,0.41,679907
p0289l00s002212.c,877966,17506,2232,178665,8807,0,0,0,0.41,0,0,0,0,67,67,0.41,685840
p0289l00s000184.c,860481,17079,2116,176346,8616,0,0,0,0.41,0,0,0,0,67,67,0.41,682731
p0289l00s000048.c,887963,17529,2384,181351,9015,0,0,0,0.45,0,0,0,0,70,70,0.45,678870
p0289l00s002434.c,878451,16842,2194,179872,8651,0,0,0,0.41,0,0,0,0,69,69,0.41,683802
p0289l00s000688.c,865565,17026,2084,177457,8706,0,0,0,0.41,0,0,0,0,68,68,0.41,681797
p0289l00s002363.c,874787,17033,1954,179524,8817,0,0,0,0.41,0,0,0,0,68,68,0.41,677260
p0289l00s002864.c,863205,17017,2023,176858,8708,0,0,0,0.41,0,0,0,0,68,68,0.41,682899
p0289l00s002668.c,863389,17208,1761,176696,8665,0,0,0,0.40,0,0,0,0,66,66,0.40,669427
p0289l00s000623.c,854585,16986,2040,175145,8626,0,0,0,0.40,0,0,0,0,66,66,0.40,666825
p0289l00s001693.c,872092,16948,2124,178017,8666,0,0,0,0.41,0,0,0,0,68,68,0.41,666317
p0289l00s002906.c,856286,16915,2058,175394,8789,0,0,0,0.41,0,0,0,0,67,67,0.41,679304
p0289l00s001067.c,879891,17106,2155,179654,8839,0,0,0,0.41,0,0,0,0,69,69,0.41,681406
p0289l00s001810.c,853787,16609,2064,175019,8773,0,0,0,0.39,0,0,0,0,66,66,0.39,636087
p0289l00s002315.c,863171,17152,1766,176334,8772,0,0,0,0.40,0,0,0,0,67,67,0.40,665275
p0289l00s002815.c,875916,17050,2108,179433,8669,0,0,0,0.41,0,0,0,0,69,69,0.41,690541
p0289l00s002437.c,872392,17338,2171,177477,8694,0,0,0,0.41,0,0,0,0,66,66,0.41,684779
p0289l00s000094.c,872546,16778,2159,178287,8678,0,0,0,0.41,0,0,0,0,68,68,0.41,673049
p0289l00s001974.c,857334,16968,2133,175704,8676,0,0,0,0.40,0,0,0,0,66,66,0.40,665553
p0289l00s000190.c,860998,16958,2121,176360,8777,0,0,0,0.41,0,0,0,0,68,68,0.41,672710
p0289l00s001161.c,865509,16689,1651,177413,8724,0,0,0,0.38,0,0,0,0,67,67,0.38,602830
p0289l00s002577.c,872754,17310,2231,177655,8670,0,0,0,0.41,0,0,0,0,68,68,0.42,679084
p0289l00s001984.c,881267,17232,2250,179583,8707,0,0,0,0.41,0,0,0,0,68,68,0.41,646872
p0289l00s002810.c,883350,16952,2195,181057,8796,0,0,0,0.41,0,0,0,0,69,69,0.41,690066
p0289l00s000880.c,860312,17165,2098,176394,8798,0,0,0,0.41,0,0,0,0,66,66,0.41,701026
p0289l00s001325.c,884081,16859,2167,181213,8715,0,0,0,0.41,0,0,0,0,70,70,0.41,677906
p0289l00s001709.c,887288,17138,2109,181442,8744,0,0,0,0.41,0,0,0,0,69,69,0.41,696445
p0289l00s000617.c,860347,16891,2062,176336,8712,0,0,0,0.41,0,0,0,0,67,67,0.41,662817
p0289l00s002602.c,871957,16831,2033,178755,8714,0,0,0,0.41,0,0,0,0,68,68,0.41,682542
p0289l00s001737.c,861704,16870,2048,176065,8721,0,0,0,0.40,0,0,0,0,67,67,0.41,671218
p0289l00s002149.c,871033,17049,2135,178474,8684,0,0,0,0.41,0,0,0,0,68,68,0.41,672304
p0289l00s002796.c,882741,17196,2265,180870,8675,0,0,0,0.41,0,0,0,0,69,69,0.41,689192
p0289l00s001607.c,859913,16859,2431,176114,8629,0,0,0,0.41,0,0,0,0,67,67,0.41,687360
p0289l00s000888.c,867988,16980,2351,177887,8682,0,0,0,0.41,0,0,0,0,67,67,0.41,675434
p0289l00s001975.c,887678,17209,2112,180315,8746,0,0,0,0.41,0,0,0,0,68,68,0.41,693956
p0289l00s000397.c,876188,17102,1642,179644,8777,0,0,0,0.40,0,0,0,0,69,69,0.41,660951
p0289l00s000844.c,861070,16959,2080,176527,8759,0,0,0,0.41,0,0,0,0,68,68,0.41,689001
p0289l00s001653.c,874034,17022,2137,178972,8770,0,0,0,0.41,0,0,0,0,69,69,0.41,673312
p0289l00s001426.c,862202,16873,2400,176589,8843,0,0,0,0.41,0,0,0,0,68,68,0.41,694448
p0289l00s000005.c,880816,16937,2129,180551,8857,0,0,0,0.41,0,0,0,0,69,69,0.41,675998
p0289l00s002166.c,853582,16626,2185,174933,8588,0,0,0,0.39,0,0,0,0,66,66,0.39,617848
p0289l00s000838.c,871138,16850,2104,178586,8652,0,0,0,0.41,0,0,0,0,68,68,0.41,674685
p0289l00s003002.c,874472,17018,2053,179197,8724,0,0,0,0.41,0,0,0,0,69,69,0.41,675163
