Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0455l00s000038.c,886738,18087,2386,180977,8961,0,0,0,0.45,0,0,0,0,69,69,0.45,702721
p0455l00s000197.c,864368,17095,2154,177080,8739,0,0,0,0.41,0,0,0,0,68,68,0.41,672367
p0455l00s000196.c,831069,16491,1998,169824,8418,0,0,0,0.39,0,0,0,0,64,64,0.39,654206
p0455l00s000740.c,874582,17118,2086,178662,8678,0,0,0,0.41,0,0,0,0,68,68,0.41,671381
p0455l00s000263.c,875753,17250,2157,179449,8641,0,0,0,0.41,0,0,0,0,68,68,0.41,692619
p0455l00s000275.c,864635,17436,1313,175811,8660,0,0,0,0.39,0,0,0,0,66,66,0.39,642328
p0455l00s000386.c,864868,17195,2367,177161,8616,0,0,0,0.41,0,0,0,0,67,67,0.41,682289
p0455l00s000634.c,874272,16975,2177,179032,8608,0,0,0,0.41,0,0,0,0,69,69,0.41,673975
p0455l00s000163.c,862171,16793,1239,176154,8674,0,0,0,0.39,0,0,0,0,68,68,0.39,656556
p0455l00s000557.c,877421,17482,1345,179786,8699,0,0,0,0.39,0,0,0,0,68,68,0.39,644158
p0455l00s000322.c,858533,17066,2107,175366,8680,0,0,0,0.40,0,0,0,0,67,67,0.40,662249
p0455l00s000719.c,877363,17302,2231,178354,8740,0,0,0,0.41,0,0,0,0,68,68,0.41,682955
p0455l00s000590.c,854091,16993,2057,174983,8654,0,0,0,0.40,0,0,0,0,66,66,0.40,669159
p0455l00s000037.c,874533,16719,2074,178735,8601,0,0,0,0.41,0,0,0,0,69,69,0.41,685698
p0455l00s000567.c,857151,16763,2064,175635,8597,0,0,0,0.40,0,0,0,0,68,68,0.40,678807
p0455l00s000379.c,859377,16962,962,176163,8663,0,0,0,0.38,0,0,0,0,67,67,0.38,590921
p0455l00s000101.c,883489,16920,2148,180955,8698,0,0,0,0.41,0,0,0,0,70,70,0.41,682782
p0455l00s000644.c,854921,16972,2274,175141,8620,0,0,0,0.40,0,0,0,0,66,66,0.41,681801
p0455l00s000485.c,856620,17010,2079,175529,8809,0,0,0,0.40,0,0,0,0,66,66,0.40,668576
p0455l00s000069.c,859263,17088,2115,175427,8664,0,0,0,0.40,0,0,0,0,67,67,0.41,678822
p0455l00s000238.c,861066,17127,2096,176465,8701,0,0,0,0.41,0,0,0,0,67,67,0.41,677299
p0455l00s000313.c,863963,16991,2028,176995,8743,0,0,0,0.41,0,0,0,0,68,68,0.41,667541
p0455l00s000001.c,854570,17204,2102,175044,8646,0,0,0,0.41,0,0,0,0,66,66,0.41,675572
p0455l00s000726.c,878570,16794,2028,179440,8612,0,0,0,0.41,0,0,0,0,69,69,0.41,672108
p0455l00s000177.c,867473,17091,2132,177191,8776,0,0,0,0.41,0,0,0,0,68,68,0.41,678311
p0455l00s000173.c,865898,17186,2091,177550,8657,0,0,0,0.41,0,0,0,0,68,68,0.41,681470
p0455l00s000632.c,895081,17455,2449,182057,8603,0,0,0,0.42,0,0,0,0,69,69,0.43,703229
p0455l00s000560.c,855115,16799,2168,175165,8610,0,0,0,0.39,0,0,0,0,66,66,0.39,621495
p0455l00s000361.c,858101,16609,2058,175793,8530,0,0,0,0.40,0,0,0,0,66,66,0.40,661162
p0455l00s000241.c,877907,17085,2237,178454,8840,0,0,0,0.44,0,0,0,0,69,69,0.44,747650
p0455l00s000395.c,862959,17005,2263,176285,8678,0,0,0,0.41,0,0,0,0,67,67,0.41,693738
p0455l00s000698.c,883295,17421,2279,180012,8726,0,0,0,0.42,0,0,0,0,68,68,0.42,684840
p0455l00s000689.c,877823,17111,1521,179328,8762,0,0,0,0.40,0,0,0,0,68,68,0.40,668014
p0455l00s000566.c,879096,16967,1742,179533,8646,0,0,0,0.39,0,0,0,0,69,69,0.39,617167
p0455l00s000025.c,871805,17016,2036,178262,8526,0,0,0,0.41,0,0,0,0,68,68,0.41,672237
p0455l00s000096.c,879297,16929,1121,179879,8703,0,0,0,0.37,0,0,0,0,68,68,0.37,589386
p0455l00s000696.c,881966,16991,2206,180708,8617,0,0,0,0.41,0,0,0,0,70,70,0.41,683140
p0455l00s000016.c,859149,17108,2173,175854,8592,0,0,0,0.41,0,0,0,0,67,67,0.41,675080
p0455l00s000333.c,865007,17307,2103,176731,8770,0,0,0,0.41,0,0,0,0,67,67,0.41,686667
p0455l00s000213.c,922867,17769,2614,188251,8766,0,0,0,0.43,0,0,0,0,72,72,0.43,712076
p0455l00s000402.c,894339,17451,2479,181457,8720,0,0,0,0.42,0,0,0,0,69,69,0.42,698301
p0455l00s000076.c,881479,17210,2529,180404,8675,0,0,0,0.42,0,0,0,0,69,69,0.42,682673
p0455l00s000067.c,864872,17527,1161,177152,8954,0,0,0,0.44,0,0,0,0,67,67,0.44,699769
p0455l00s000156.c,899617,17310,2241,184267,8637,0,0,0,0.42,0,0,0,0,71,71,0.42,702715
p0455l00s000203.c,891679,18031,2478,181173,8852,0,0,0,0.45,0,0,0,0,68,68,0.45,692779
p0455l00s000623.c,874482,16991,2146,179059,8657,0,0,0,0.41,0,0,0,0,69,69,0.41,682707
p0455l00s000362.c,857739,17048,2254,175601,8682,0,0,0,0.41,0,0,0,0,67,67,0.41,673145
p0455l00s000442.c,871462,17448,2375,177336,8545,0,0,0,0.41,0,0,0,0,66,66,0.42,697236
p0455l00s000622.c,850707,16392,2196,174528,8505,0,0,0,0.40,0,0,0,0,65,65,0.40,669132
p0455l00s000758.c,872417,17086,2400,178672,8645,0,0,0,0.41,0,0,0,0,68,68,0.42,686366
p0455l00s000122.c,912236,17489,2629,185668,8764,0,0,0,0.42,0,0,0,0,71,71,0.42,671714
p0455l00s000466.c,901512,17854,2279,182862,8743,0,0,0,0.43,0,0,0,0,70,70,0.43,698675
p0455l00s000637.c,870122,17109,2031,178194,8731,0,0,0,0.41,0,0,0,0,68,68,0.41,663509
p0455l00s000600.c,870570,17344,1991,178096,8691,0,0,0,0.41,0,0,0,0,68,68,0.41,678152
p0455l00s000467.c,871174,16850,2269,178469,8669,0,0,0,0.41,0,0,0,0,68,68,0.41,673983
p0455l00s000580.c,871261,16822,2020,178489,8669,0,0,0,0.41,0,0,0,0,68,68,0.41,660178
p0455l00s000121.c,868226,16956,1495,177265,8651,0,0,0,0.40,0,0,0,0,68,68,0.40,615557
p0455l00s000702.c,857401,17007,1900,175732,8691,0,0,0,0.39,0,0,0,0,66,66,0.39,610242
p0455l00s000084.c,863466,16874,1115,176900,8723,0,0,0,0.38,0,0,0,0,67,67,0.38,593751
p0455l00s000764.c,864784,17076,2049,176990,8651,0,0,0,0.39,0,0,0,0,67,67,0.39,624394
p0455l00s000428.c,857646,17175,2114,175690,8682,0,0,0,0.40,0,0,0,0,66,66,0.40,668616
p0455l00s000489.c,932635,18855,2498,189575,8901,0,0,0,0.50,0,0,0,0,72,72,0.50,825699
p0455l00s000095.c,861659,17140,2088,175886,8684,0,0,0,0.41,0,0,0,0,67,67,0.41,668097
p0455l00s000207.c,854803,17037,2077,175248,8697,0,0,0,0.40,0,0,0,0,68,68,0.40,671421
p0455l00s000336.c,882544,17156,2132,180262,8759,0,0,0,0.41,0,0,0,0,69,69,0.41,683238
