Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0370l00s001116.c,877591,17438,2379,178960,8865,0,0,0,0.42,0,0,0,0,67,67,0.42,732718
p0370l00s001167.c,900489,17923,2491,183397,8856,0,0,0,0.43,0,0,0,0,69,69,0.43,702707
p0370l00s000185.c,886084,17165,2168,181648,8888,0,0,0,0.42,0,0,0,0,68,68,0.42,688537
p0370l00s001494.c,874911,17159,2144,179207,8811,0,0,0,0.41,0,0,0,0,66,66,0.41,676124
p0370l00s001330.c,888596,16883,1505,182280,8900,0,0,0,0.39,0,0,0,0,69,69,0.39,626224
p0370l00s000424.c,890081,17338,2079,182386,8883,0,0,0,0.42,0,0,0,0,69,69,0.42,678376
p0370l00s000223.c,886362,17214,2440,180193,8833,0,0,0,0.42,0,0,0,0,67,67,0.42,689686
p0370l00s000814.c,872856,17289,2187,178263,8798,0,0,0,0.41,0,0,0,0,67,67,0.41,681227
p0370l00s000591.c,873556,17089,1986,178508,8909,0,0,0,0.41,0,0,0,0,68,68,0.41,675403
p0370l00s001463.c,873746,17382,2474,178985,8810,0,0,0,0.42,0,0,0,0,67,67,0.42,683494
p0370l00s001480.c,871240,17197,2193,178574,8959,0,0,0,0.41,0,0,0,0,67,67,0.41,685676
p0370l00s001241.c,907852,17436,2333,184889,8844,0,0,0,0.42,0,0,0,0,69,69,0.43,701370
p0370l00s000049.c,874065,17252,2109,178755,8890,0,0,0,0.40,0,0,0,0,66,66,0.40,663302
p0370l00s001389.c,886556,16971,2090,181739,8938,0,0,0,0.41,0,0,0,0,69,69,0.41,681415
p0370l00s001506.c,2008599,24923,8959,437455,9384,0,0,0,0.85,0,0,0,0,165,165,0.85,1095565
p0370l00s000332.c,895684,17108,2211,182477,8803,0,0,0,0.42,0,0,0,0,69,69,0.42,663388
p0370l00s000736.c,893216,16896,2245,182546,8888,0,0,0,0.42,0,0,0,0,70,70,0.42,701399
p0370l00s001504.c,875888,16815,2274,179073,8904,0,0,0,0.41,0,0,0,0,69,69,0.41,679495
p0370l00s000922.c,881591,17069,2130,180049,8817,0,0,0,0.41,0,0,0,0,69,69,0.41,678832
p0370l00s001032.c,890640,17668,2314,181302,8961,0,0,0,0.41,0,0,0,0,67,67,0.41,678145
p0370l00s001287.c,902483,17267,2162,185090,9067,0,0,0,0.43,0,0,0,0,69,69,0.43,702908
p0370l00s000762.c,894992,17147,2189,183346,8875,0,0,0,0.41,0,0,0,0,71,71,0.41,726195
p0370l00s000070.c,888953,17299,1502,182370,8866,0,0,0,0.40,0,0,0,0,68,68,0.40,627445
p0370l00s000372.c,902274,17565,2291,183752,8935,0,0,0,0.42,0,0,0,0,69,69,0.42,708219
p0370l00s000190.c,868536,17036,1079,177955,8787,0,0,0,0.38,0,0,0,0,66,66,0.39,599377
p0370l00s000429.c,872977,17184,2283,178665,8871,0,0,0,0.41,0,0,0,0,68,68,0.41,679598
p0370l00s000760.c,872442,17211,1385,178831,8845,0,0,0,0.39,0,0,0,0,68,68,0.39,648354
p0370l00s000982.c,881633,17428,2280,179836,8774,0,0,0,0.41,0,0,0,0,67,67,0.41,712638
p0370l00s000615.c,883485,16846,2062,181151,8872,0,0,0,0.41,0,0,0,0,68,68,0.41,682493
p0370l00s000188.c,895421,17107,2303,183370,8853,0,0,0,0.42,0,0,0,0,72,72,0.42,684389
p0370l00s000839.c,872173,16875,2185,178831,8841,0,0,0,0.41,0,0,0,0,66,66,0.41,682016
p0370l00s000919.c,877144,17201,2255,179627,8819,0,0,0,0.41,0,0,0,0,70,70,0.41,677914
p0370l00s000910.c,884381,17319,2266,181231,8911,0,0,0,0.41,0,0,0,0,68,68,0.41,680914
p0370l00s000437.c,875234,17256,1575,178407,8895,0,0,0,0.40,0,0,0,0,66,66,0.40,675062
p0370l00s000989.c,883755,17069,2186,181113,8900,0,0,0,0.40,0,0,0,0,69,69,0.40,632908
p0370l00s000881.c,868502,17083,2021,177463,8849,0,0,0,0.41,0,0,0,0,66,66,0.41,673497
p0370l00s001549.c,870254,16994,2067,178480,8909,0,0,0,0.41,0,0,0,0,66,66,0.41,668192
p0370l00s001514.c,885318,16784,2148,181037,8772,0,0,0,0.41,0,0,0,0,68,68,0.41,673392
p0370l00s001138.c,873130,17115,1842,178495,8913,0,0,0,0.41,0,0,0,0,68,68,0.41,643941
p0370l00s000768.c,894667,17254,2181,183067,8816,0,0,0,0.42,0,0,0,0,68,68,0.42,680401
p0370l00s000487.c,875544,17053,2191,178945,9028,0,0,0,0.41,0,0,0,0,68,68,0.41,693688
p0370l00s000233.c,882746,17226,2137,180339,8958,0,0,0,0.42,0,0,0,0,68,68,0.42,680187
p0370l00s000031.c,899890,17472,2342,183676,8941,0,0,0,0.42,0,0,0,0,68,68,0.42,688720
p0370l00s000980.c,888988,17416,1440,182243,8844,0,0,0,0.39,0,0,0,0,69,69,0.40,652159
p0370l00s000577.c,870746,16944,2205,178594,8770,0,0,0,0.41,0,0,0,0,67,67,0.41,675911
p0370l00s000296.c,882927,16919,2098,180956,8858,0,0,0,0.41,0,0,0,0,68,68,0.41,678218
p0370l00s001599.c,865105,17040,2154,177292,8848,0,0,0,0.41,0,0,0,0,67,67,0.41,682698
p0370l00s000823.c,868015,17222,1292,177366,8903,0,0,0,0.39,0,0,0,0,66,66,0.39,639221
p0370l00s000001.c,878705,17367,2319,179773,8869,0,0,0,0.42,0,0,0,0,69,69,0.42,685387
p0370l00s001412.c,867109,16914,2230,177689,8867,0,0,0,0.41,0,0,0,0,67,67,0.41,725978
p0370l00s001285.c,866310,16972,2150,177669,8887,0,0,0,0.41,0,0,0,0,66,66,0.41,671963
p0370l00s000765.c,889310,16850,2200,182249,8843,0,0,0,0.41,0,0,0,0,69,69,0.41,681674
p0370l00s001189.c,870219,16996,2101,178391,8832,0,0,0,0.41,0,0,0,0,67,67,0.41,677168
p0370l00s000539.c,866557,17046,2135,177610,8979,0,0,0,0.41,0,0,0,0,66,66,0.41,675403
p0370l00s000192.c,899562,17338,2453,183921,8911,0,0,0,0.42,0,0,0,0,72,72,0.42,680819
p0370l00s000399.c,871962,17169,2190,178632,8785,0,0,0,0.44,0,0,0,0,68,68,0.44,747341
p0370l00s000341.c,891982,17405,1664,183009,8852,0,0,0,0.40,0,0,0,0,70,70,0.40,652472
p0370l00s000728.c,894533,16966,2271,182851,8898,0,0,0,0.40,0,0,0,0,69,69,0.40,654535
p0370l00s000143.c,891883,17182,1341,182368,8908,0,0,0,0.41,0,0,0,0,68,68,0.41,667451
p0370l00s000244.c,869067,16989,2159,178112,8867,0,0,0,0.40,0,0,0,0,67,67,0.40,625857
p0370l00s000866.c,889592,17458,2148,180630,9067,0,0,0,0.44,0,0,0,0,68,68,0.44,753774
p0370l00s001438.c,870525,17089,2054,178451,8793,0,0,0,0.41,0,0,0,0,68,68,0.41,675411
p0370l00s000625.c,870301,17108,2127,178604,8768,0,0,0,0.41,0,0,0,0,67,67,0.41,673980
p0370l00s000581.c,881063,17321,2082,180624,8839,0,0,0,0.41,0,0,0,0,68,68,0.41,674467
p0370l00s000647.c,883626,17472,2227,180052,8895,0,0,0,0.41,0,0,0,0,67,67,0.42,700082
p0370l00s000761.c,892580,17261,2288,182836,8907,0,0,0,0.42,0,0,0,0,70,70,0.42,678354
p0370l00s000010.c,895074,17158,1576,183004,8860,0,0,0,0.41,0,0,0,0,69,69,0.41,633342
p0370l00s001482.c,868108,16993,2137,178046,8923,0,0,0,0.41,0,0,0,0,67,67,0.41,682525
p0370l00s001201.c,885614,17201,2098,181551,8877,0,0,0,0.41,0,0,0,0,69,69,0.41,678473
p0370l00s000333.c,882721,17181,2166,180993,8902,0,0,0,0.41,0,0,0,0,68,68,0.42,681554
p0370l00s000604.c,868713,17196,2125,178136,8948,0,0,0,0.41,0,0,0,0,67,67,0.41,684670
p0370l00s000114.c,882616,17126,2161,180797,8804,0,0,0,0.41,0,0,0,0,69,69,0.41,697910
p0370l00s001210.c,889875,17002,1763,182574,8926,0,0,0,0.41,0,0,0,0,69,69,0.41,636033
p0370l00s000611.c,882653,17264,2266,179710,8848,0,0,0,0.42,0,0,0,0,67,67,0.42,657380
