Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0317l00s000745.c,885889,16980,2143,181285,8865,0,0,0,0.44,0,0,0,0,68,68,0.44,733298
p0317l00s000299.c,883846,17217,2003,180488,8940,0,0,0,0.41,0,0,0,0,67,67,0.41,670922
p0317l00s000534.c,888932,17001,2071,181968,8974,0,0,0,0.41,0,0,0,0,69,69,0.41,681710
p0317l00s000298.c,918287,17561,2316,187793,8954,0,0,0,0.43,0,0,0,0,72,72,0.43,696071
p0317l00s000486.c,882306,17086,2141,180711,8936,0,0,0,0.41,0,0,0,0,67,67,0.42,691445
p0317l00s000238.c,899008,16836,2378,184382,8940,0,0,0,0.42,0,0,0,0,70,70,0.42,684937
p0317l00s000071.c,916214,17587,2206,186485,8895,0,0,0,0.42,0,0,0,0,68,68,0.42,690685
p0317l00s000893.c,902036,16807,2170,184981,9004,0,0,0,0.42,0,0,0,0,71,71,0.42,680039
p0317l00s001078.c,901698,17029,2070,184185,8919,0,0,0,0.41,0,0,0,0,69,69,0.41,688484
p0317l00s000666.c,891336,17292,2264,181733,8822,0,0,0,0.43,0,0,0,0,67,67,0.43,748313
p0317l00s000153.c,881886,17039,1153,180647,8884,0,0,0,0.39,0,0,0,0,67,67,0.39,642012
p0317l00s000028.c,899587,17461,2474,183227,8891,0,0,0,0.42,0,0,0,0,67,67,0.42,687340
p0317l00s000990.c,897043,16932,2097,183806,8819,0,0,0,0.41,0,0,0,0,68,68,0.41,672931
p0317l00s000315.c,908575,16954,2269,185259,9009,0,0,0,0.42,0,0,0,0,67,67,0.42,684302
p0317l00s000419.c,899417,16960,2064,184248,8782,0,0,0,0.41,0,0,0,0,68,68,0.41,666342
p0317l00s000603.c,892371,17214,1797,182735,8965,0,0,0,0.45,0,0,0,0,69,69,0.45,745806
p0317l00s000663.c,899650,17578,2122,182919,8918,0,0,0,0.42,0,0,0,0,68,68,0.42,707567
p0317l00s000437.c,898864,17233,2340,183578,8961,0,0,0,0.40,0,0,0,0,68,68,0.40,630254
p0317l00s000750.c,903414,17023,2006,185215,8887,0,0,0,0.41,0,0,0,0,69,69,0.41,683192
p0317l00s001003.c,877384,16813,1327,179657,8872,0,0,0,0.40,0,0,0,0,66,66,0.40,654560
