Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0467l00s000813.c,884358,16824,2118,180774,8776,0,0,0,0.40,0,0,0,0,69,69,0.40,622454
p0467l00s000307.c,877213,17140,2107,179841,8575,0,0,0,0.39,0,0,0,0,68,68,0.39,622165
p0467l00s000587.c,875246,16430,404,178867,8691,0,0,0,0.37,0,0,0,0,68,68,0.37,577974
p0467l00s000096.c,871196,17677,2252,178408,8944,0,0,0,0.44,0,0,0,0,68,68,0.44,683014
p0467l00s000308.c,879602,17012,2176,180256,8756,0,0,0,0.42,0,0,0,0,68,68,0.42,677838
p0467l00s000619.c,856482,16989,2357,175537,8745,0,0,0,0.42,0,0,0,0,66,66,0.42,683527
p0467l00s000324.c,869697,16962,2161,178134,8723,0,0,0,0.41,0,0,0,0,69,69,0.41,670245
p0467l00s000747.c,856346,16725,2042,175499,8685,0,0,0,0.40,0,0,0,0,67,67,0.40,668909
p0467l00s000004.c,867859,17028,1519,177284,8683,0,0,0,0.40,0,0,0,0,67,67,0.40,643871
p0467l00s000600.c,881032,16998,2081,180563,8723,0,0,0,0.41,0,0,0,0,69,69,0.41,672317
p0467l00s000879.c,861596,17246,1532,176469,8824,0,0,0,0.39,0,0,0,0,68,68,0.40,671410
p0467l00s000799.c,856732,17028,2429,175540,8743,0,0,0,0.41,0,0,0,0,66,66,0.41,682995
p0467l00s000461.c,862004,16902,1530,176666,8616,0,0,0,0.39,0,0,0,0,68,68,0.39,646518
p0467l00s000754.c,878132,16945,2212,180037,8689,0,0,0,0.41,0,0,0,0,69,69,0.41,670955
p0467l00s000696.c,872415,17053,2087,178723,8674,0,0,0,0.43,0,0,0,0,69,69,0.43,695691
p0467l00s000685.c,869872,17189,2350,177718,8734,0,0,0,0.41,0,0,0,0,67,67,0.41,684997
p0467l00s000604.c,883351,17264,1291,179587,8762,0,0,0,0.39,0,0,0,0,69,69,0.39,611854
p0467l00s000052.c,880104,16871,1521,180505,8682,0,0,0,0.38,0,0,0,0,68,68,0.38,603656
p0467l00s000151.c,867847,16793,1029,177377,8737,0,0,0,0.38,0,0,0,0,69,69,0.38,588109
p0467l00s000505.c,871659,16871,1498,177994,8764,0,0,0,0.40,0,0,0,0,69,69,0.40,647340
p0467l00s000410.c,885162,17146,1241,180241,8774,0,0,0,0.39,0,0,0,0,69,69,0.39,638776
p0467l00s000115.c,861699,16954,2106,176142,8615,0,0,0,0.41,0,0,0,0,66,66,0.41,666792
p0467l00s000274.c,858150,16777,2212,175991,8739,0,0,0,0.39,0,0,0,0,67,67,0.39,641019
p0467l00s000126.c,873437,16959,1964,178942,8684,0,0,0,0.39,0,0,0,0,68,68,0.39,618183
p0467l00s000582.c,859714,16856,2037,176228,8806,0,0,0,0.41,0,0,0,0,68,68,0.41,675559
p0467l00s000387.c,867216,16994,2312,177046,8748,0,0,0,0.41,0,0,0,0,68,68,0.41,675931
