Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0631l00s000500.c,857437,17008,1375,175774,8698,0,0,0,0.38,0,0,0,0,68,68,0.38,640185
p0631l00s000122.c,864909,17131,2148,177157,8532,0,0,0,0.41,0,0,0,0,68,68,0.41,671111
p0631l00s000409.c,867861,16955,2036,177907,8672,0,0,0,0.41,0,0,0,0,67,67,0.41,670860
p0631l00s000557.c,856910,16827,2043,175574,8589,0,0,0,0.40,0,0,0,0,67,67,0.40,665179
p0631l00s000012.c,872311,17102,2308,178227,8627,0,0,0,0.41,0,0,0,0,68,68,0.41,645369
p0631l00s000166.c,867662,17165,2089,177801,8606,0,0,0,0.40,0,0,0,0,68,68,0.40,677150
p0631l00s000108.c,868295,17103,1964,177957,8634,0,0,0,0.41,0,0,0,0,68,68,0.41,665389
p0631l00s000174.c,853360,17066,2083,174791,8541,0,0,0,0.40,0,0,0,0,67,67,0.41,659407
p0631l00s000381.c,841103,16810,1984,172399,8682,0,0,0,0.40,0,0,0,0,65,65,0.40,671175
p0631l00s000462.c,871383,17557,2314,178433,8749,0,0,0,0.43,0,0,0,0,67,67,0.43,682722
p0631l00s000449.c,882543,17152,2291,180123,8690,0,0,0,0.42,0,0,0,0,69,69,0.42,682567
p0631l00s000464.c,850337,16885,2105,173644,8633,0,0,0,0.40,0,0,0,0,66,66,0.40,670991
p0631l00s000084.c,875911,17453,2327,177139,8676,0,0,0,0.42,0,0,0,0,67,67,0.42,689739
p0631l00s000385.c,885662,17376,2269,180290,8716,0,0,0,0.42,0,0,0,0,67,67,0.42,681268
p0631l00s000425.c,845510,16835,1347,173409,8748,0,0,0,0.39,0,0,0,0,65,65,0.39,644817
p0631l00s000117.c,859810,16964,2162,175677,8638,0,0,0,0.40,0,0,0,0,67,67,0.40,674713
p0631l00s000430.c,857356,17183,2040,175698,8651,0,0,0,0.41,0,0,0,0,66,66,0.41,666359
p0631l00s000483.c,853230,16956,1724,174800,8603,0,0,0,0.40,0,0,0,0,66,66,0.40,660389
p0631l00s000057.c,853820,16898,2049,174931,8662,0,0,0,0.40,0,0,0,0,66,66,0.40,663172
p0631l00s000506.c,869831,16917,2130,177701,8739,0,0,0,0.41,0,0,0,0,67,67,0.41,676712
p0631l00s000225.c,871093,16833,2065,178500,8648,0,0,0,0.41,0,0,0,0,68,68,0.41,661334
p0631l00s000576.c,870154,17197,2149,178325,8686,0,0,0,0.41,0,0,0,0,68,68,0.41,687668
p0631l00s000285.c,866540,17129,2085,177531,8636,0,0,0,0.41,0,0,0,0,67,67,0.41,680557
p0631l00s000027.c,867550,16856,2117,177864,8645,0,0,0,0.41,0,0,0,0,67,67,0.41,664471
p0631l00s000380.c,855138,16709,2056,175263,8641,0,0,0,0.40,0,0,0,0,66,66,0.40,670102
p0631l00s000196.c,867686,17131,2039,177978,8746,0,0,0,0.41,0,0,0,0,67,67,0.41,696390
p0631l00s000543.c,869347,17083,2185,177999,8899,0,0,0,0.41,0,0,0,0,68,68,0.41,4849565
p0631l00s000035.c,880612,17236,2272,179005,8758,0,0,0,0.42,0,0,0,0,68,68,0.42,678853
p0631l00s000357.c,861314,17005,2321,176441,8577,0,0,0,0.41,0,0,0,0,68,68,0.41,673224
p0631l00s000316.c,861634,17183,2434,176385,8670,0,0,0,0.41,0,0,0,0,67,67,0.41,678781
p0631l00s000272.c,870610,17119,2283,177509,8507,0,0,0,0.46,0,0,0,0,67,67,0.46,762372
p0631l00s000335.c,856320,16731,2101,175390,8604,0,0,0,0.41,0,0,0,0,68,68,0.41,670740
