Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0503l00s000092.c,862253,16802,2128,176701,8723,0,0,0,0.41,0,0,0,0,68,68,0.41,668343
p0503l00s000477.c,872654,16868,2130,178815,8731,0,0,0,0.41,0,0,0,0,68,68,0.41,673094
p0503l00s000303.c,2189778,45557,22671,408026,9834,0,0,0,1.29,0,0,0,0,459,459,1.29,1555387
p0503l00s000069.c,870203,17113,2436,178066,8767,0,0,0,0.41,0,0,0,0,69,69,0.41,679665
p0503l00s000678.c,905640,17326,2225,184365,8874,0,0,0,0.42,0,0,0,0,68,68,0.42,706007
p0503l00s000078.c,869810,16892,2089,178239,8751,0,0,0,0.42,0,0,0,0,68,68,0.42,720070
p0503l00s000414.c,869824,16950,2264,177559,8724,0,0,0,0.41,0,0,0,0,68,68,0.41,671285
p0503l00s000037.c,896436,17341,2510,182551,8823,0,0,0,0.43,0,0,0,0,71,71,0.43,688597
p0503l00s000384.c,869599,16932,2205,178160,8666,0,0,0,0.39,0,0,0,0,68,68,0.39,625118
p0503l00s000255.c,864101,16782,2174,177035,8670,0,0,0,0.40,0,0,0,0,67,67,0.40,719204
p0503l00s000618.c,870174,17401,2250,178070,8793,0,0,0,0.41,0,0,0,0,69,69,0.41,680019
p0503l00s000228.c,885830,17298,2318,180771,8803,0,0,0,0.42,0,0,0,0,70,70,0.42,676274
p0503l00s000164.c,880961,16865,2394,180012,8747,0,0,0,0.41,0,0,0,0,69,69,0.42,683669
p0503l00s000433.c,873185,16882,2224,177764,8793,0,0,0,0.41,0,0,0,0,68,68,0.41,669096
p0503l00s000556.c,864373,16877,2192,176957,8754,0,0,0,0.41,0,0,0,0,69,69,0.41,666865
p0503l00s000436.c,867548,17221,2207,177538,8891,0,0,0,0.41,0,0,0,0,68,68,0.41,708588
p0503l00s000307.c,866612,16854,2142,177480,8837,0,0,0,0.41,0,0,0,0,68,68,0.41,670591
p0503l00s000195.c,878071,17067,2257,179683,8743,0,0,0,0.41,0,0,0,0,70,70,0.41,676289
p0503l00s000377.c,875278,17172,2311,179182,8791,0,0,0,0.42,0,0,0,0,70,70,0.42,679316
p0503l00s000721.c,869117,16973,2217,177452,8806,0,0,0,0.41,0,0,0,0,69,69,0.41,675976
p0503l00s000589.c,866915,17347,2093,177002,8759,0,0,0,0.41,0,0,0,0,68,68,0.41,646087
p0503l00s000080.c,857871,17119,2260,175823,8597,0,0,0,0.40,0,0,0,0,66,66,0.40,679454
p0503l00s000758.c,871145,17019,2144,178494,8798,0,0,0,0.41,0,0,0,0,68,68,0.41,664168
p0503l00s000085.c,866334,16990,2084,177509,8811,0,0,0,0.41,0,0,0,0,67,67,0.41,688996
p0503l00s000559.c,855754,16721,1862,175313,8751,0,0,0,0.40,0,0,0,0,68,68,0.40,673240
p0503l00s000324.c,883382,18812,2530,180960,9307,0,0,1,0.44,0,0,0,0,69,69,0.44,691379
p0503l00s000210.c,879407,16874,2198,180221,8765,0,0,0,0.41,0,0,0,0,69,69,0.41,673300
p0503l00s000716.c,882600,17037,2269,180280,8926,0,0,0,0.44,0,0,0,0,70,70,0.44,712164
p0503l00s000290.c,869660,16797,2260,177760,8578,0,0,0,0.41,0,0,0,0,67,67,0.41,674517
p0503l00s000321.c,1515240,31064,15130,289683,9222,0,0,0,0.85,0,0,0,0,261,261,0.85,1128328
p0503l00s000713.c,850674,16651,2093,174152,8647,0,0,0,0.40,0,0,0,0,66,66,0.40,658123
p0503l00s000565.c,889889,17385,2287,180428,8913,0,0,0,0.42,0,0,0,0,68,68,0.42,694406
p0503l00s000207.c,2170228,44542,25923,404939,9487,0,0,0,1.27,0,0,0,0,457,457,1.27,1532290
p0503l00s000775.c,867228,16747,2134,177682,8804,0,0,0,0.41,0,0,0,0,67,67,0.41,674325
p0503l00s000186.c,856453,16560,1986,175017,8721,0,0,0,0.40,0,0,0,0,67,67,0.40,658501
p0503l00s000558.c,1509329,30534,14953,289495,9179,0,0,0,0.85,0,0,0,0,262,262,0.85,1108385
p0503l00s000759.c,935211,17554,2269,192258,8811,0,0,0,0.42,0,0,0,0,67,67,0.42,703543
p0503l00s000633.c,859526,16882,2090,176129,8671,0,0,0,0.40,0,0,0,0,67,67,0.40,662893
p0503l00s000651.c,856875,16748,1184,175553,8745,0,0,0,0.39,0,0,0,0,67,67,0.39,597357
p0503l00s000655.c,874849,16780,2214,179134,8887,0,0,0,0.41,0,0,0,0,70,70,0.41,719108
p0503l00s000309.c,892039,17161,2450,181299,8754,0,0,0,0.42,0,0,0,0,68,68,0.42,693282
p0503l00s000431.c,888618,17378,2377,180740,8851,0,0,0,0.42,0,0,0,0,70,70,0.42,718061
p0503l00s000428.c,876102,17114,2260,178473,8747,0,0,0,0.41,0,0,0,0,68,68,0.41,685946
p0503l00s000690.c,874088,17243,2169,178476,8714,0,0,0,0.41,0,0,0,0,69,69,0.41,681262
p0503l00s000289.c,929519,18344,3301,188016,8753,0,0,0,0.45,0,0,0,0,86,86,0.45,714525
p0503l00s000352.c,870313,17026,2249,178309,8737,0,0,0,0.41,0,0,0,0,68,68,0.41,677339
p0503l00s000148.c,860100,16561,2025,175714,8672,0,0,0,0.40,0,0,0,0,66,66,0.40,671391
p0503l00s000336.c,896732,17634,2434,182111,8832,0,0,0,0.42,0,0,0,0,70,70,0.42,682969
p0503l00s000624.c,854944,16694,2058,175401,8835,0,0,0,0.40,0,0,0,0,66,66,0.40,689723
p0503l00s000199.c,879811,17306,2200,180237,8896,0,0,0,0.41,0,0,0,0,70,70,0.41,693627
p0503l00s000264.c,873605,17130,1984,178903,8793,0,0,0,0.41,0,0,0,0,67,67,0.41,681738
p0503l00s000040.c,891917,17735,1514,181346,8754,0,0,0,0.41,0,0,0,0,69,69,0.41,656376
p0503l00s000296.c,856282,16711,2023,174977,8637,0,0,0,0.40,0,0,0,0,67,67,0.40,669409
p0503l00s000498.c,867016,16920,2117,177713,8647,0,0,0,0.41,0,0,0,0,67,67,0.41,668280
p0503l00s000285.c,981663,19175,4225,197120,8943,0,0,0,0.48,0,0,0,0,98,98,0.48,744989
p0503l00s000532.c,875574,16925,2151,178832,8774,0,0,0,0.41,0,0,0,0,68,68,0.41,671718
p0503l00s000247.c,1534185,31110,15017,293625,9270,0,0,0,0.85,0,0,0,0,263,263,0.85,1121230
p0503l00s000380.c,879260,17048,2309,179961,8802,0,0,0,0.41,0,0,0,0,70,70,0.41,670399
p0503l00s000144.c,872145,17517,2259,178680,8916,0,0,0,0.42,0,0,0,0,68,68,0.42,685915
p0503l00s000566.c,879284,16915,2161,180204,8644,0,0,0,0.41,0,0,0,0,68,68,0.41,667830
p0503l00s000274.c,1527438,31377,11153,292221,9191,0,0,0,0.81,0,0,0,0,262,262,0.81,1071473
p0503l00s000310.c,877755,17500,2014,179021,8807,0,0,0,0.41,0,0,0,0,68,68,0.41,676926
p0503l00s000317.c,875242,17439,2213,178684,8757,0,0,0,0.41,0,0,0,0,69,69,0.41,675597
p0503l00s000030.c,864533,17173,2171,177123,8789,0,0,0,0.40,0,0,0,0,67,67,0.40,679090
p0503l00s000444.c,875089,17230,2277,179064,8790,0,0,0,0.42,0,0,0,0,69,69,0.42,678977
p0503l00s000251.c,868025,17873,2148,177708,8936,0,0,0,0.45,0,0,0,0,67,67,0.45,672249
p0503l00s000338.c,874027,17275,1557,178950,8771,0,0,0,0.40,0,0,0,0,69,69,0.40,657593
p0503l00s000557.c,857641,17654,2416,175276,8931,0,0,0,0.45,0,0,0,0,67,67,0.45,688352
p0503l00s000373.c,871844,16588,2097,178942,8748,0,0,0,0.41,0,0,0,0,69,69,0.41,674023
p0503l00s000610.c,872197,17151,2175,178077,8830,0,0,0,0.41,0,0,0,0,69,69,0.41,715508
p0503l00s000727.c,869975,17335,2323,177971,8760,0,0,0,0.41,0,0,0,0,69,69,0.41,673591
p0503l00s000696.c,881952,17321,2483,180588,8833,0,0,0,0.42,0,0,0,0,70,70,0.42,681660
p0503l00s000747.c,854568,16679,2078,175148,8715,0,0,0,0.40,0,0,0,0,68,68,0.40,663889
p0503l00s000614.c,864028,17709,2250,176970,9014,0,0,0,0.44,0,0,0,0,67,67,0.44,679489
p0503l00s000346.c,873237,16928,2262,178380,8828,0,0,0,0.41,0,0,0,0,70,70,0.41,670170
p0503l00s000132.c,908449,17777,2447,186254,8845,0,0,0,0.42,0,0,0,0,72,72,0.42,680833
p0503l00s000488.c,869910,16641,464,178244,8756,0,0,0,0.37,0,0,0,0,68,68,0.38,583894
p0503l00s000087.c,871047,17191,2159,178481,8713,0,0,0,0.41,0,0,0,0,69,69,0.41,672905
p0503l00s000650.c,882583,17520,2360,180256,8946,0,0,0,0.43,0,0,0,0,68,68,0.43,671563
p0503l00s000109.c,864295,16753,2083,176495,8655,0,0,0,0.40,0,0,0,0,67,67,0.40,665638
