Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0288l00s002812.c,914482,17231,2262,186983,8933,0,0,0,0.41,0,0,0,0,70,70,0.42,698135
p0288l00s001832.c,908840,17298,2305,185646,8925,0,0,0,0.42,0,0,0,0,69,69,0.42,690322
p0288l00s001481.c,891200,17124,2249,182267,8824,0,0,0,0.40,0,0,0,0,67,67,0.40,634968
p0288l00s002554.c,900741,17369,1348,184661,8765,0,0,0,0.39,0,0,0,0,68,68,0.39,656435
p0288l00s003683.c,910613,17071,2241,186339,8798,0,0,0,0.42,0,0,0,0,69,69,0.42,681548
p0288l00s000887.c,921565,17323,2348,187656,8803,0,0,0,0.41,0,0,0,0,69,69,0.41,649404
p0288l00s003232.c,900427,18115,2538,183487,8983,0,0,0,0.47,0,0,0,0,66,66,0.47,710930
p0288l00s003726.c,903503,17152,2111,184525,8761,0,0,0,0.42,0,0,0,0,69,69,0.42,680429
p0288l00s001153.c,910503,17132,2122,186519,8801,0,0,0,0.41,0,0,0,0,68,68,0.41,674245
p0288l00s000986.c,903492,17333,1387,184833,8785,0,0,0,0.39,0,0,0,0,68,68,0.39,649686
p0288l00s000306.c,901868,17298,2178,184521,8814,0,0,0,0.41,0,0,0,0,69,69,0.42,648823
p0288l00s002537.c,912907,17387,2273,186126,8830,0,0,0,0.41,0,0,0,0,68,68,0.41,665725
p0288l00s000199.c,889175,17144,2174,182115,8809,0,0,0,0.41,0,0,0,0,67,67,0.41,676273
p0288l00s000471.c,894061,17047,2149,182406,8808,0,0,0,0.41,0,0,0,0,69,69,0.41,706934
p0288l00s002171.c,916631,17637,2242,186629,8793,0,0,0,0.42,0,0,0,0,69,69,0.42,699734
p0288l00s000391.c,892741,17082,2125,182859,8726,0,0,0,0.41,0,0,0,0,69,69,0.41,677633
p0288l00s001694.c,916992,17244,2207,187747,8927,0,0,0,0.42,0,0,0,0,70,70,0.42,688364
p0288l00s002992.c,896337,16956,1828,182845,8823,0,0,0,0.40,0,0,0,0,68,68,0.40,628107
p0288l00s003400.c,890367,17079,2444,182313,8815,0,0,0,0.41,0,0,0,0,68,68,0.41,694036
p0288l00s003570.c,901395,17067,2166,184587,8894,0,0,0,0.41,0,0,0,0,68,68,0.41,645689
p0288l00s001890.c,891564,16790,2205,182511,8892,0,0,0,0.41,0,0,0,0,69,69,0.41,676202
p0288l00s003061.c,907825,17146,2150,186012,8874,0,0,0,0.42,0,0,0,0,69,69,0.42,729957
p0288l00s000894.c,907870,17092,2125,185553,8820,0,0,0,0.42,0,0,0,0,68,68,0.42,659082
p0288l00s000348.c,914267,17156,2146,186964,8808,0,0,0,0.41,0,0,0,0,69,69,0.41,647621
p0288l00s000051.c,907250,17089,2057,185811,8849,0,0,0,0.41,0,0,0,0,70,70,0.41,677070
