Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0318l00s000839.c,930646,17373,2313,189263,9067,0,0,0,0.42,0,0,0,0,69,69,0.42,696085
p0318l00s000676.c,934443,17411,1443,190781,9062,0,0,0,0.40,0,0,0,0,71,71,0.41,627653
p0318l00s000277.c,933786,17272,1076,190159,9037,0,0,0,0.40,0,0,0,0,69,69,0.40,619496
p0318l00s000426.c,922653,17351,2300,188867,9132,0,0,0,0.42,0,0,0,0,70,70,0.42,693663
p0318l00s000714.c,920577,16703,2017,188389,8938,0,0,0,0.41,0,0,0,0,69,69,0.41,679067
p0318l00s000301.c,894793,16836,2104,182727,8907,0,0,0,0.41,0,0,0,0,66,66,0.41,678963
p0318l00s000689.c,892940,17178,2077,182743,8966,0,0,0,0.44,0,0,0,0,67,67,0.44,760692
p0318l00s000444.c,20695521,160323,89891,2355755,12500,0,0,0,5.26,0,0,0,0,2021,2021,5.26,5545824
p0318l00s000777.c,906608,17196,2194,185689,9035,0,0,0,0.42,0,0,0,0,69,69,0.42,703905
p0318l00s000709.c,898561,16705,1875,184152,8865,0,0,0,0.39,0,0,0,0,67,67,0.39,611799
p0318l00s000631.c,904997,16760,1077,185426,8999,0,0,0,0.39,0,0,0,0,68,68,0.39,646542
p0318l00s000272.c,905826,17754,2526,184713,9166,0,0,0,0.44,0,0,0,0,68,68,0.44,677561
p0318l00s000119.c,903598,17021,2118,184494,8939,0,0,0,0.42,0,0,0,0,68,68,0.42,675235
p0318l00s000308.c,890373,16831,2085,182302,8970,0,0,0,0.41,0,0,0,0,66,66,0.41,662536
p0318l00s000463.c,898034,17021,1248,183891,9073,0,0,0,0.40,0,0,0,0,67,67,0.40,582518
p0318l00s000296.c,895560,16984,2147,183282,9001,0,0,0,0.41,0,0,0,0,67,67,0.41,683312
p0318l00s000429.c,895715,17766,2381,183403,8981,0,0,0,0.44,0,0,0,0,66,66,0.44,696110
p0318l00s000390.c,912546,17025,2126,187045,8963,0,0,0,0.42,0,0,0,0,68,68,0.42,682812
p0318l00s000627.c,895255,17182,2387,183378,9010,0,0,0,0.42,0,0,0,0,67,67,0.42,688700
p0318l00s000342.c,893215,16659,1583,182927,9045,0,0,0,0.40,0,0,0,0,68,68,0.40,631323
p0318l00s000207.c,931319,18448,2526,190224,9409,0,0,1,0.46,0,0,0,0,68,68,0.46,724009
p0318l00s000248.c,932427,17297,1332,190136,9026,0,0,0,0.41,0,0,0,0,69,69,0.41,630525
p0318l00s000223.c,919382,17204,2175,187682,8898,0,0,0,0.44,0,0,0,0,69,69,0.44,730773
p0318l00s000065.c,902132,17008,1691,184693,8932,0,0,0,0.41,0,0,0,0,68,68,0.41,653879
p0318l00s000596.c,913617,17049,2135,187312,9040,0,0,0,0.42,0,0,0,0,69,69,0.42,677271
p0318l00s000623.c,912039,17143,2058,186098,8959,0,0,0,0.41,0,0,0,0,68,68,0.41,683355
p0318l00s000146.c,928659,17569,2158,188935,8972,0,0,0,0.41,0,0,0,0,69,69,0.41,674818
p0318l00s000087.c,915603,18046,2237,187334,9133,0,0,0,0.45,0,0,0,0,68,68,0.45,754963
p0318l00s000548.c,913167,17208,2398,186746,9089,0,0,0,0.42,0,0,0,0,68,68,0.42,690796
p0318l00s000190.c,923975,17145,2188,188072,9019,0,0,0,0.42,0,0,0,0,67,67,0.42,708926
p0318l00s000034.c,932888,17647,2290,189624,9013,0,0,0,0.43,0,0,0,0,68,68,0.43,701832
p0318l00s000656.c,895487,16992,1368,183314,8992,0,0,0,0.39,0,0,0,0,67,67,0.39,634441
p0318l00s000062.c,904559,17190,2175,184619,9016,0,0,0,0.42,0,0,0,0,67,67,0.42,687069
p0318l00s000822.c,895519,17111,1359,183458,8993,0,0,0,0.40,0,0,0,0,66,66,0.40,653043
p0318l00s000445.c,904125,16886,2208,185076,9026,0,0,0,0.40,0,0,0,0,67,67,0.40,622648
p0318l00s000825.c,906323,17132,1725,185585,8825,0,0,0,0.40,0,0,0,0,68,68,0.40,644196
p0318l00s000304.c,917245,17167,1732,187969,9050,0,0,0,0.40,0,0,0,0,68,68,0.40,664817
p0318l00s000719.c,922039,17127,2281,188270,8969,0,0,0,0.42,0,0,0,0,69,69,0.42,699808
p0318l00s000435.c,883936,16778,2047,181133,8865,0,0,0,0.41,0,0,0,0,66,66,0.41,673746
p0318l00s000348.c,891531,16852,2087,182547,8975,0,0,0,0.41,0,0,0,0,66,66,0.41,712729
p0318l00s000016.c,893691,16543,941,183042,8850,0,0,0,0.39,0,0,0,0,68,68,0.39,590492
p0318l00s000726.c,908611,17509,2280,185938,9115,0,0,0,0.41,0,0,0,0,70,70,0.41,674121
p0318l00s000153.c,909152,16863,2087,186108,8971,0,0,0,0.41,0,0,0,0,69,69,0.41,685633
p0318l00s000701.c,895096,17108,2394,183304,8972,0,0,0,0.42,0,0,0,0,66,66,0.42,691851
p0318l00s000455.c,916843,17328,2536,186878,8970,0,0,0,0.43,0,0,0,0,67,67,0.43,692540
p0318l00s000589.c,910909,16982,1321,186444,8965,0,0,0,0.39,0,0,0,0,69,69,0.40,661158
p0318l00s000322.c,904129,17017,2184,184993,8958,0,0,0,0.42,0,0,0,0,67,67,0.42,680744
p0318l00s000480.c,902534,17117,2103,184709,8965,0,0,0,0.42,0,0,0,0,68,68,0.42,683260
p0318l00s000542.c,918356,17320,2048,187976,8975,0,0,0,0.42,0,0,0,0,70,70,0.42,679620
p0318l00s000095.c,917553,17244,1566,186765,9023,0,0,0,0.40,0,0,0,0,69,69,0.40,647768
p0318l00s000305.c,911295,16911,2168,186041,9015,0,0,0,0.42,0,0,0,0,69,69,0.42,679621
p0318l00s000323.c,894819,17275,2107,183185,8917,0,0,0,0.41,0,0,0,0,66,66,0.41,684873
p0318l00s000270.c,915919,17407,1441,187092,9109,0,0,0,0.40,0,0,0,0,68,68,0.40,644654
p0318l00s000727.c,920948,17199,2214,188130,9079,0,0,0,0.44,0,0,0,0,69,69,0.44,749440
p0318l00s000857.c,899941,17084,2100,184206,8986,0,0,0,0.41,0,0,0,0,69,69,0.41,669250
p0318l00s000029.c,910454,17167,2212,186375,9020,0,0,0,0.42,0,0,0,0,68,68,0.42,732740
p0318l00s000132.c,914559,17419,1643,185614,9067,0,0,0,0.40,0,0,0,0,67,67,0.40,658737
p0318l00s000775.c,895852,16823,2196,183478,8911,0,0,0,0.41,0,0,0,0,67,67,0.41,683353
p0318l00s000198.c,902998,17066,2112,184930,8971,0,0,0,0.44,0,0,0,0,67,67,0.44,727061
p0318l00s000409.c,901992,17160,2106,184697,8952,0,0,0,0.41,0,0,0,0,68,68,0.42,716658
p0318l00s000244.c,896678,17042,985,183619,8988,0,0,0,0.39,0,0,0,0,67,67,0.39,595896
p0318l00s000830.c,896512,16942,1928,183053,8974,0,0,0,0.41,0,0,0,0,66,66,0.41,664593
p0318l00s000078.c,903704,17029,1456,185101,9017,0,0,0,0.40,0,0,0,0,69,69,0.40,663365
p0318l00s000117.c,895928,17096,2108,183450,8970,0,0,0,0.41,0,0,0,0,68,68,0.41,674673
p0318l00s000784.c,894101,17034,2078,182994,8961,0,0,0,0.41,0,0,0,0,68,68,0.41,693683
p0318l00s000224.c,933988,17422,2616,189366,8998,0,0,0,0.43,0,0,0,0,69,69,0.43,699342
p0318l00s000753.c,908518,16954,2508,185963,8886,0,0,0,0.42,0,0,0,0,69,69,0.42,674928
p0318l00s000814.c,920641,17019,2155,188783,8937,0,0,0,0.44,0,0,0,0,70,70,0.44,745771
p0318l00s000403.c,902051,16994,2319,184080,8934,0,0,0,0.42,0,0,0,0,68,68,0.42,679511
p0318l00s000553.c,909017,17445,2123,184955,9009,0,0,0,0.41,0,0,0,0,66,66,0.42,698432
p0318l00s000900.c,915778,17311,2181,186909,9081,0,0,0,0.41,0,0,0,0,68,68,0.41,686998
p0318l00s000238.c,927195,17218,1306,188611,8970,0,0,0,0.40,0,0,0,0,68,68,0.40,594253
p0318l00s000077.c,918920,17459,2481,188075,9200,0,0,0,0.44,0,0,0,0,68,68,0.44,671791
