Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0385l00s000652.c,874647,16885,2052,178762,8716,0,0,0,0.41,0,0,0,0,69,69,0.41,669398
p0385l00s000018.c,874619,16877,2024,179239,8686,0,0,0,0.41,0,0,0,0,69,69,0.41,679535
p0385l00s000330.c,865787,17300,2245,177373,8830,0,0,0,0.41,0,0,0,0,67,67,0.41,678864
p0385l00s000299.c,886102,17174,2157,180913,8735,0,0,0,0.41,0,0,0,0,69,69,0.41,711761
p0385l00s001102.c,884333,17038,1491,180602,8736,0,0,0,0.40,0,0,0,0,69,69,0.40,651842
p0385l00s000737.c,859980,16722,2056,175665,8659,0,0,0,0.40,0,0,0,0,67,67,0.40,663048
p0385l00s000674.c,920787,17185,2572,188596,8693,0,0,0,0.43,0,0,0,0,68,68,0.43,699249
p0385l00s000192.c,893641,17488,2326,182230,8741,0,0,0,0.44,0,0,0,0,68,68,0.45,755383
p0385l00s000621.c,876309,16696,2068,179518,8635,0,0,0,0.40,0,0,0,0,68,68,0.40,631640
p0385l00s000124.c,872371,17173,2242,178672,8819,0,0,0,0.41,0,0,0,0,69,69,0.41,673383
p0385l00s000768.c,860685,17230,1319,175103,8587,0,0,0,0.38,0,0,0,0,65,65,0.38,638046
p0385l00s000877.c,885365,16831,2073,180972,8654,0,0,0,0.41,0,0,0,0,69,69,0.41,658520
p0385l00s000999.c,868007,17106,2103,177747,8703,0,0,0,0.41,0,0,0,0,67,67,0.41,664457
p0385l00s000436.c,879514,16842,2148,180176,8767,0,0,0,0.41,0,0,0,0,69,69,0.41,680972
p0385l00s000629.c,875879,17022,2152,179532,8730,0,0,0,0.41,0,0,0,0,68,68,0.41,672508
p0385l00s001142.c,862994,16741,2120,176743,8631,0,0,0,0.39,0,0,0,0,68,68,0.39,625615
p0385l00s000607.c,861247,17094,2094,176468,8734,0,0,0,0.40,0,0,0,0,66,66,0.40,647719
p0385l00s000753.c,903601,17799,2334,190948,8879,0,0,0,0.45,0,0,0,0,68,68,0.45,685052
p0385l00s000227.c,881704,18101,2574,180184,8894,0,0,0,0.44,0,0,0,0,70,70,0.44,674464
p0385l00s000258.c,876843,16917,2132,179693,8746,0,0,0,0.41,0,0,0,0,68,68,0.41,684315
p0385l00s000501.c,875629,17259,2054,179410,8743,0,0,0,0.41,0,0,0,0,68,68,0.41,674862
p0385l00s000447.c,868561,16993,2183,176770,8725,0,0,0,0.41,0,0,0,0,67,67,0.41,677598
p0385l00s000989.c,870260,16784,2001,178171,8604,0,0,0,0.40,0,0,0,0,67,67,0.40,672402
p0385l00s000064.c,876833,17061,2035,179555,8719,0,0,0,0.41,0,0,0,0,69,69,0.41,707295
p0385l00s000384.c,893624,16766,2129,184065,8665,0,0,0,0.41,0,0,0,0,69,69,0.41,684257
p0385l00s000113.c,879178,17147,1428,178169,8784,0,0,0,0.39,0,0,0,0,66,66,0.39,610022
p0385l00s000941.c,874290,16880,1997,179150,8675,0,0,0,0.41,0,0,0,0,69,69,0.41,638705
p0385l00s000764.c,877141,18732,2399,178551,8755,0,0,0,0.44,0,0,0,0,68,68,0.44,702601
p0385l00s000531.c,843122,16417,1950,172749,8515,0,0,0,0.39,0,0,0,0,65,65,0.39,660494
p0385l00s001012.c,866336,17112,2032,177565,8831,0,0,0,0.41,0,0,0,0,67,67,0.41,674879
p0385l00s000224.c,880878,17437,1569,179363,8822,0,0,0,0.40,0,0,0,0,67,67,0.40,636993
p0385l00s000218.c,872083,17581,1611,178564,9005,0,0,0,0.41,0,0,0,0,69,69,0.41,638439
p0385l00s000610.c,872273,17033,2300,177775,8754,0,0,0,0.41,0,0,0,0,67,67,0.41,679816
p0385l00s001111.c,875239,17073,2236,178303,8788,0,0,0,0.42,0,0,0,0,68,68,0.42,690932
p0385l00s000347.c,878610,17127,2119,180011,8763,0,0,0,0.41,0,0,0,0,68,68,0.41,669241
p0385l00s000519.c,877499,17047,2090,179251,8705,0,0,0,0.41,0,0,0,0,68,68,0.41,664269
p0385l00s000407.c,865120,17505,1517,177089,8876,0,0,0,0.42,0,0,0,0,67,67,0.42,645881
p0385l00s000574.c,857433,17035,2096,175624,8773,0,0,0,0.40,0,0,0,0,66,66,0.41,659299
p0385l00s000397.c,874786,17087,2128,178576,8719,0,0,0,0.41,0,0,0,0,68,68,0.41,681475
p0385l00s000852.c,857579,16817,2059,175637,8849,0,0,0,0.40,0,0,0,0,66,66,0.40,670857
p0385l00s000848.c,861345,17277,1433,176513,8719,0,0,0,0.38,0,0,0,0,67,67,0.38,637267
p0385l00s000794.c,882205,17417,1344,179243,8837,0,0,0,0.39,0,0,0,0,68,68,0.39,639540
p0385l00s000395.c,881685,16919,2155,180639,8781,0,0,0,0.41,0,0,0,0,69,69,0.41,679297
p0385l00s000992.c,863381,17038,2004,177046,8748,0,0,0,0.40,0,0,0,0,67,67,0.40,694675
p0385l00s000506.c,871703,17013,1901,178068,8609,0,0,0,0.42,0,0,0,0,67,67,0.42,730051
p0385l00s001224.c,867314,16717,2062,177686,8721,0,0,0,0.41,0,0,0,0,69,69,0.41,664625
p0385l00s001079.c,868035,17159,1813,177155,8628,0,0,0,0.40,0,0,0,0,67,67,0.40,632055
p0385l00s000321.c,867479,16805,2125,177611,8506,0,0,0,0.39,0,0,0,0,68,68,0.39,615361
p0385l00s000722.c,872585,16781,2126,178758,8639,0,0,0,0.41,0,0,0,0,68,68,0.41,676314
p0385l00s001036.c,856549,16716,2069,175388,8543,0,0,0,0.40,0,0,0,0,67,67,0.40,663007
p0385l00s001190.c,875343,16796,2122,179310,8590,0,0,0,0.41,0,0,0,0,68,68,0.41,669232
p0385l00s001011.c,872925,17250,2122,177024,8778,0,0,0,0.41,0,0,0,0,67,67,0.41,671863
p0385l00s001199.c,859393,16734,2033,176036,8655,0,0,0,0.40,0,0,0,0,68,68,0.41,665930
p0385l00s000905.c,871143,17170,2110,178481,8601,0,0,0,0.40,0,0,0,0,67,67,0.41,661854
p0385l00s000339.c,870277,17915,2344,178012,8960,0,0,0,0.45,0,0,0,0,67,67,0.45,689467
p0385l00s000187.c,863118,17128,1361,176793,8846,0,0,0,0.40,0,0,0,0,68,68,0.40,658811
p0385l00s001031.c,862925,16865,2106,176298,8762,0,0,0,0.41,0,0,0,0,67,67,0.41,670897
p0385l00s000577.c,882206,16890,2173,179838,8665,0,0,0,0.41,0,0,0,0,69,69,0.41,671133
p0385l00s000411.c,875454,17444,2129,177958,8863,0,0,0,0.40,0,0,0,0,67,67,0.40,670092
p0385l00s000790.c,879574,17107,1386,180327,8748,0,0,0,0.42,0,0,0,0,68,68,0.42,709001
p0385l00s000021.c,871120,16824,2061,178614,8656,0,0,0,0.41,0,0,0,0,69,69,0.41,663307
p0385l00s000875.c,881668,17142,2060,180178,8718,0,0,0,0.41,0,0,0,0,69,69,0.41,669458
p0385l00s000151.c,879997,17033,2190,180340,8696,0,0,0,0.41,0,0,0,0,68,68,0.41,689033
p0385l00s000505.c,884372,17034,2059,180676,8676,0,0,0,0.41,0,0,0,0,68,68,0.41,672939
p0385l00s000178.c,859607,17140,2171,175923,8550,0,0,0,0.41,0,0,0,0,67,67,0.41,679542
p0385l00s000915.c,875013,17058,2314,179269,8724,0,0,0,0.41,0,0,0,0,68,68,0.41,667332
p0385l00s000387.c,866230,16916,1351,177288,8673,0,0,0,0.40,0,0,0,0,67,67,0.40,647305
p0385l00s000509.c,866940,17056,2090,177212,8783,0,0,0,0.41,0,0,0,0,66,66,0.41,668755
p0385l00s000995.c,861912,17069,2188,176517,8694,0,0,0,0.40,0,0,0,0,68,68,0.40,638459
p0385l00s000251.c,865117,16835,2095,176151,8741,0,0,0,0.40,0,0,0,0,67,67,0.40,732453
p0385l00s000062.c,848890,16806,2044,173744,8698,0,0,0,0.40,0,0,0,0,65,65,0.40,671567
p0385l00s000518.c,880463,17135,2155,178355,8886,0,0,0,0.41,0,0,0,0,67,67,0.41,676769
p0385l00s000550.c,860025,16716,2092,176185,8734,0,0,0,0.43,0,0,0,0,67,67,0.43,703077
p0385l00s000049.c,860135,16979,1386,176277,8819,0,0,0,0.39,0,0,0,0,66,66,0.40,644441
p0385l00s000283.c,847465,16710,2095,173691,8606,0,0,0,0.40,0,0,0,0,66,66,0.40,657395
p0385l00s000512.c,863775,17036,2057,176932,8776,0,0,0,0.41,0,0,0,0,68,68,0.41,669584
p0385l00s001041.c,877606,16973,2124,179781,8705,0,0,0,0.41,0,0,0,0,68,68,0.41,664613
p0385l00s000680.c,950914,17174,2403,187419,8855,0,0,0,0.45,0,0,0,0,69,69,0.45,716918
p0385l00s001020.c,862091,16887,2064,176117,8758,0,0,0,0.40,0,0,0,0,66,66,0.40,661917
p0385l00s000263.c,869886,17022,1343,178160,8793,0,0,0,0.40,0,0,0,0,68,68,0.40,647302
p0385l00s001220.c,849832,17070,2112,173462,8737,0,0,0,0.41,0,0,0,0,65,65,0.41,671358
p0385l00s000838.c,885438,17230,2448,180409,8781,0,0,0,0.41,0,0,0,0,68,68,0.42,671153
p0385l00s000276.c,854986,16894,2038,174874,8719,0,0,0,0.40,0,0,0,0,66,66,0.40,665513
p0385l00s000475.c,876164,16981,2088,179377,8947,0,0,0,0.41,0,0,0,0,67,67,0.41,5158484
p0385l00s000497.c,864130,17838,2099,176885,9048,0,0,0,0.47,0,0,0,0,67,67,0.47,705629
p0385l00s000896.c,859872,16945,2094,176304,8793,0,0,0,0.40,0,0,0,0,66,66,0.40,694546
p0385l00s000491.c,869820,17243,2077,177941,8762,0,0,0,0.41,0,0,0,0,66,66,0.41,696056
p0385l00s000286.c,868893,17008,2167,177969,8727,0,0,0,0.41,0,0,0,0,67,67,0.41,678533
p0385l00s000686.c,866638,16991,2174,176898,8823,0,0,0,0.41,0,0,0,0,67,67,0.41,669393
p0385l00s000403.c,862529,16737,2257,175144,8582,0,0,0,0.41,0,0,0,0,65,65,0.41,688527
p0385l00s000821.c,859741,16842,1902,176150,8744,0,0,0,0.40,0,0,0,0,67,67,0.40,667445
p0385l00s000344.c,882746,17067,2281,180530,8785,0,0,0,0.41,0,0,0,0,69,69,0.41,687880
p0385l00s000406.c,864520,16954,2097,177132,8825,0,0,0,0.41,0,0,0,0,69,69,0.41,671774
p0385l00s000400.c,875162,17124,2084,179289,8741,0,0,0,0.41,0,0,0,0,68,68,0.41,670677
p0385l00s001154.c,855329,16807,1375,175200,8554,0,0,0,0.39,0,0,0,0,65,65,0.39,650442
p0385l00s000903.c,876136,17660,1024,179382,8893,0,0,0,0.45,0,0,0,0,67,67,0.45,678568
p0385l00s000511.c,869399,17771,2124,176894,8908,0,0,0,0.44,0,0,0,0,66,66,0.44,703439
p0385l00s000633.c,933663,17239,2355,197277,8706,0,0,0,0.44,0,0,0,0,67,67,0.44,737879
p0385l00s001018.c,874342,17090,2281,178806,8797,0,0,0,0.41,0,0,0,0,69,69,0.41,677146
p0385l00s000774.c,862299,17019,2102,176097,8796,0,0,0,0.40,0,0,0,0,67,67,0.40,667904
p0385l00s001046.c,862803,17071,2132,176119,8775,0,0,0,0.41,0,0,0,0,68,68,0.41,667318
p0385l00s000379.c,865802,16857,2120,176846,8882,0,0,0,0.41,0,0,0,0,68,68,0.41,667449
p0385l00s000247.c,863817,16985,2288,177050,8723,0,0,0,0.41,0,0,0,0,67,67,0.41,671414
p0385l00s000378.c,875083,16769,2111,179409,8826,0,0,0,0.41,0,0,0,0,68,68,0.41,679725
p0385l00s001169.c,880981,17345,2096,179035,8837,0,0,0,0.42,0,0,0,0,68,68,0.42,732181
p0385l00s000803.c,887444,17324,2163,180454,8727,0,0,0,0.41,0,0,0,0,68,68,0.41,682524
p0385l00s000705.c,921983,19781,2857,186762,9620,0,0,0,0.48,0,0,0,0,69,69,0.48,765474
p0385l00s000892.c,880087,17700,2159,178957,8731,0,0,0,0.42,0,0,0,0,67,67,0.42,695504
p0385l00s000303.c,896522,17417,2224,182369,8796,0,0,0,0.42,0,0,0,0,69,69,0.42,687480
p0385l00s000560.c,876048,16792,1546,179245,8686,0,0,0,0.38,0,0,0,0,68,68,0.38,593694
p0385l00s000287.c,871982,17128,2263,178641,8722,0,0,0,0.41,0,0,0,0,68,68,0.41,679709
p0385l00s000232.c,886307,16882,2043,181746,8793,0,0,0,0.41,0,0,0,0,70,70,0.41,676808
p0385l00s000179.c,862358,16866,2094,176034,8790,0,0,0,0.40,0,0,0,0,67,67,0.40,659448
p0385l00s000173.c,864664,16979,1157,176571,8630,0,0,0,0.37,0,0,0,0,68,68,0.37,614769
p0385l00s000837.c,861316,16806,2083,176503,8737,0,0,0,0.40,0,0,0,0,67,67,0.40,674912
p0385l00s000854.c,901623,17201,2168,183076,8825,0,0,0,0.42,0,0,0,0,68,68,0.42,689351
p0385l00s000851.c,874837,17673,2268,179299,8964,0,0,0,0.44,0,0,0,0,67,67,0.44,687882
p0385l00s000317.c,879674,16963,1871,180140,8710,0,0,0,0.41,0,0,0,0,68,68,0.41,667913
p0385l00s000623.c,867641,17002,2144,177810,8663,0,0,0,0.41,0,0,0,0,67,67,0.41,697184
p0385l00s001146.c,872000,17038,2016,178288,8729,0,0,0,0.41,0,0,0,0,67,67,0.41,672867
p0385l00s000005.c,885274,17102,2135,181459,8720,0,0,0,0.41,0,0,0,0,69,69,0.41,678404
p0385l00s000593.c,884375,16771,2058,180784,8783,0,0,0,0.41,0,0,0,0,69,69,0.41,673472
p0385l00s001034.c,881242,17092,2150,180542,8690,0,0,0,0.41,0,0,0,0,69,69,0.41,673699
p0385l00s000221.c,865888,17089,1802,176997,8867,0,0,0,0.41,0,0,0,0,68,68,0.41,684360
p0385l00s000332.c,863321,17203,1939,176547,8823,0,0,0,0.40,0,0,0,0,67,67,0.40,664486
p0385l00s000585.c,861455,16872,2138,176462,8773,0,0,0,0.40,0,0,0,0,67,67,0.40,660002
p0385l00s000625.c,872774,17231,2227,178237,8741,0,0,0,0.41,0,0,0,0,68,68,0.41,666017
p0385l00s000111.c,887847,17536,2601,180142,8801,0,0,0,0.42,0,0,0,0,69,69,0.42,697465
p0385l00s001187.c,876967,17662,2104,178444,8966,0,0,0,0.41,0,0,0,0,67,67,0.41,720468
p0385l00s000109.c,908076,16910,2352,187369,8762,0,0,0,0.42,0,0,0,0,69,69,0.42,682038
p0385l00s000127.c,872548,16982,1539,178664,8702,0,0,0,0.40,0,0,0,0,69,69,0.40,650461
p0385l00s000265.c,863723,16875,2169,176873,8773,0,0,0,0.42,0,0,0,0,68,68,0.42,729208
