Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0662l00s000380.c,861647,17034,2087,176538,8718,0,0,0,0.41,0,0,0,0,68,68,0.41,678684
p0662l00s000458.c,877057,16760,1039,179775,8724,0,0,0,0.39,0,0,0,0,69,69,0.39,612006
p0662l00s000152.c,868580,17125,2264,177842,8711,0,0,0,0.41,0,0,0,0,68,68,0.41,667923
p0662l00s000511.c,879594,16757,2168,180197,8800,0,0,0,0.41,0,0,0,0,69,69,0.41,698295
p0662l00s000210.c,872559,17218,2165,179126,8788,0,0,0,0.41,0,0,0,0,68,68,0.41,681701
p0662l00s000576.c,874354,17254,2188,177878,8667,0,0,0,0.41,0,0,0,0,67,67,0.41,681116
p0662l00s000251.c,876686,17015,2074,179608,8745,0,0,0,0.41,0,0,0,0,69,69,0.41,679085
p0662l00s000246.c,868399,16936,1827,178194,8704,0,0,0,0.40,0,0,0,0,69,69,0.40,661440
p0662l00s000072.c,877877,17412,2169,178211,8693,0,0,0,0.41,0,0,0,0,67,67,0.41,687802
p0662l00s000464.c,883641,18008,2492,179551,9031,0,0,0,0.44,0,0,0,0,67,67,0.44,704847
p0662l00s000084.c,867968,16857,2122,177969,8768,0,0,0,0.41,0,0,0,0,69,69,0.41,671093
p0662l00s000645.c,878574,17227,2261,179007,8781,0,0,0,0.42,0,0,0,0,67,67,0.42,681200
p0662l00s000018.c,883395,17214,2178,180355,8835,0,0,0,0.42,0,0,0,0,69,69,0.42,690728
p0662l00s000606.c,882089,16880,2074,180338,8786,0,0,0,0.41,0,0,0,0,69,69,0.41,679800
p0662l00s000237.c,877542,17180,1578,179892,8812,0,0,0,0.40,0,0,0,0,69,69,0.40,636326
p0662l00s000255.c,866082,16925,2116,177639,8728,0,0,0,0.41,0,0,0,0,69,69,0.41,672579
