Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0278l00s000374.c,888481,16900,2524,181889,8889,0,0,0,0.42,0,0,0,0,70,70,0.42,684927
p0278l00s000459.c,896838,16895,2247,182516,8849,0,0,0,0.42,0,0,0,0,70,70,0.42,674709
p0278l00s000188.c,874968,17004,2177,179126,8983,0,0,0,0.42,0,0,0,0,69,69,0.42,683147
p0278l00s000159.c,886162,16950,2102,181443,8767,0,0,0,0.41,0,0,0,0,69,69,0.41,670560
p0278l00s000502.c,896508,17550,2737,182634,8903,0,0,0,0.42,0,0,0,0,71,71,0.42,649958
p0278l00s000661.c,900595,18017,2489,183928,9129,0,0,0,0.46,0,0,0,0,69,69,0.46,703876
p0278l00s000531.c,895685,16967,2083,183108,8888,0,0,0,0.41,0,0,0,0,69,69,0.41,671217
p0278l00s000224.c,892033,17143,2204,182222,8793,0,0,0,0.41,0,0,0,0,69,69,0.42,678786
p0278l00s000527.c,872838,17105,2119,178674,8913,0,0,0,0.41,0,0,0,0,67,67,0.41,668367
p0278l00s000634.c,874490,17193,2148,178478,8934,0,0,0,0.41,0,0,0,0,67,67,0.41,677276
p0278l00s000336.c,876859,17254,1686,179085,8871,0,0,0,0.40,0,0,0,0,67,67,0.40,658584
p0278l00s000166.c,889493,17140,2194,182104,8853,0,0,0,0.42,0,0,0,0,69,69,0.42,677759
p0278l00s000067.c,903829,17535,2486,185159,8925,0,0,0,0.43,0,0,0,0,72,72,0.43,701776
p0278l00s000333.c,880372,17360,2296,180192,9134,0,0,0,0.41,0,0,0,0,71,71,0.41,4078321
p0278l00s000295.c,880796,17295,2448,180305,8883,0,0,0,0.42,0,0,0,0,68,68,0.42,694963
p0278l00s000598.c,885530,17310,2458,180779,8918,0,0,0,0.42,0,0,0,0,70,70,0.42,663543
p0278l00s000345.c,874762,17106,2408,179075,8811,0,0,0,0.41,0,0,0,0,68,68,0.42,684080
p0278l00s000222.c,898776,17442,2069,183959,8969,0,0,0,0.43,0,0,0,0,69,69,0.43,720721
p0278l00s000153.c,873107,17161,2134,178774,8796,0,0,0,0.41,0,0,0,0,67,67,0.41,686711
p0278l00s000097.c,899343,17349,1918,183889,8845,0,0,0,0.42,0,0,0,0,71,71,0.42,678846
p0278l00s000243.c,894673,17459,2364,182184,8859,0,0,0,0.42,0,0,0,0,69,69,0.42,687427
p0278l00s000084.c,886467,17412,2106,180357,8899,0,0,0,0.41,0,0,0,0,67,67,0.41,693448
p0278l00s000653.c,870206,17030,2070,178226,8777,0,0,0,0.41,0,0,0,0,67,67,0.41,683356
p0278l00s000132.c,898851,17200,2210,184089,8833,0,0,0,0.42,0,0,0,0,71,71,0.42,679659
p0278l00s000315.c,888524,17518,2202,180683,8953,0,0,0,0.42,0,0,0,0,67,67,0.42,686786
p0278l00s000465.c,874483,17096,2138,179132,8832,0,0,0,0.41,0,0,0,0,67,67,0.41,672404
p0278l00s000503.c,903008,17454,2357,183456,9013,0,0,0,0.42,0,0,0,0,69,69,0.42,684367
p0278l00s000144.c,905379,17638,2249,184200,8870,0,0,0,0.42,0,0,0,0,69,69,0.42,743886
p0278l00s000248.c,885773,17444,2279,181389,8762,0,0,0,0.41,0,0,0,0,68,68,0.41,679604
p0278l00s000410.c,876152,17081,2100,178899,8872,0,0,0,0.41,0,0,0,0,67,67,0.41,674514
p0278l00s000629.c,874889,17090,2227,178941,8875,0,0,0,0.41,0,0,0,0,68,68,0.41,676457
p0278l00s000299.c,898385,17185,2229,183974,8829,0,0,0,0.42,0,0,0,0,70,70,0.42,679584
p0278l00s000587.c,869125,17120,2000,177877,8820,0,0,0,0.42,0,0,0,0,66,66,0.42,716290
p0278l00s000450.c,909910,17324,1484,184565,8936,0,0,0,0.41,0,0,0,0,69,69,0.41,660877
p0278l00s000349.c,873029,16950,2147,178178,8685,0,0,0,0.41,0,0,0,0,67,67,0.41,670998
p0278l00s000443.c,902028,17423,2426,184294,8871,0,0,0,0.41,0,0,0,0,71,71,0.41,679276
p0278l00s000086.c,884825,17223,2161,181256,8853,0,0,0,0.41,0,0,0,0,69,69,0.41,676016
p0278l00s000520.c,892802,17291,2172,182878,8763,0,0,0,0.41,0,0,0,0,69,69,0.41,673676
p0278l00s000293.c,902527,17589,2265,183755,8891,0,0,0,0.42,0,0,0,0,68,68,0.42,702025
p0278l00s000676.c,895906,16889,2134,183762,8836,0,0,0,0.41,0,0,0,0,70,70,0.41,674407
p0278l00s000500.c,894653,18426,2444,182741,9332,0,0,1,0.46,0,0,0,0,69,69,0.46,712524
p0278l00s000215.c,882071,17217,1930,180764,8875,0,0,0,0.41,0,0,0,0,68,68,0.41,675399
p0278l00s000518.c,6848113,111281,69208,1261045,12966,0,0,0,4.40,0,0,0,0,2610,2610,4.40,4657562
p0278l00s000362.c,881730,16817,2142,180701,8885,0,0,0,0.41,0,0,0,0,70,70,0.41,683582
p0278l00s000592.c,895816,17223,2053,182194,8942,0,0,0,0.42,0,0,0,0,69,69,0.42,690736
p0278l00s000252.c,893352,17045,2026,182521,8752,0,0,0,0.42,0,0,0,0,69,69,0.42,673996
p0278l00s000103.c,879652,17016,2330,180321,8817,0,0,0,0.41,0,0,0,0,69,69,0.41,670827
p0278l00s000192.c,875151,17053,2169,179375,8871,0,0,0,0.41,0,0,0,0,69,69,0.41,673851
p0278l00s000195.c,907112,17481,2210,184452,8926,0,0,0,0.44,0,0,0,0,70,70,0.44,728089
p0278l00s000071.c,906029,17261,2242,184588,8924,0,0,0,0.42,0,0,0,0,70,70,0.42,682393
p0278l00s000441.c,874752,17193,1994,178635,8882,0,0,0,0.41,0,0,0,0,66,66,0.41,682594
p0278l00s000280.c,878095,16930,2139,179921,8858,0,0,0,0.41,0,0,0,0,69,69,0.41,680240
p0278l00s000105.c,1042927,18134,3137,206596,9010,0,0,0,0.46,0,0,0,0,77,77,0.46,725089
p0278l00s000407.c,870480,16944,2199,178309,8950,0,0,0,0.41,0,0,0,0,67,67,0.41,736349
p0278l00s000421.c,910813,17420,2380,185090,8934,0,0,0,0.43,0,0,0,0,70,70,0.43,705147
p0278l00s000584.c,936891,18197,2897,189446,8878,0,0,0,0.44,0,0,0,0,79,79,0.44,705312
p0278l00s000542.c,882199,17273,2278,180234,8854,0,0,0,0.42,0,0,0,0,69,69,0.42,675879
p0278l00s000591.c,899336,17632,2444,184141,8777,0,0,0,0.42,0,0,0,0,72,72,0.42,686866
p0278l00s000310.c,900708,17324,2383,184339,8796,0,0,0,0.42,0,0,0,0,72,72,0.42,687361
p0278l00s000009.c,895137,17030,2201,183636,8772,0,0,0,0.42,0,0,0,0,70,70,0.42,693111
p0278l00s000020.c,876567,17058,1773,178996,8915,0,0,0,0.41,0,0,0,0,69,69,0.41,676894
p0278l00s000147.c,875181,17043,2194,179330,8910,0,0,0,0.41,0,0,0,0,67,67,0.41,677012
p0278l00s000100.c,870607,17138,1643,178392,8890,0,0,0,0.40,0,0,0,0,66,66,0.40,657369
p0278l00s000270.c,895795,17195,2246,183361,8919,0,0,0,0.42,0,0,0,0,70,70,0.42,681314
p0278l00s000238.c,887128,18145,2378,181549,9132,0,0,0,0.46,0,0,0,0,68,68,0.46,737967
