Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0004l00s000807.c,884861,16940,1533,181265,8786,0,0,0,0.40,0,0,0,0,70,70,0.40,651694
p0004l00s000057.c,862108,17162,2123,176598,8836,0,0,0,0.41,0,0,0,0,67,67,0.41,673801
p0004l00s000257.c,864089,16936,2113,176540,8826,0,0,0,0.41,0,0,0,0,66,66,0.41,671672
p0004l00s000289.c,872973,17157,2097,178294,8796,0,0,0,0.41,0,0,0,0,68,68,0.41,668809
p0004l00s000473.c,870431,17139,1371,178235,8837,0,0,0,0.39,0,0,0,0,68,68,0.39,640779
p0004l00s001045.c,1241242956,21277,1692,380244495,11067,0,0,1,382.80,0,0,0,0,66,66,382.80,383069490
p0004l00s000462.c,857891,16976,1644,175914,8786,0,0,0,0.40,0,0,0,0,66,66,0.40,626855
p0004l00s000828.c,360976086,18860,2292,80197685,9791,0,0,1,111.12,0,0,0,0,66,66,111.12,111360623
p0004l00s000500.c,876721,16981,1573,179639,8858,0,0,0,0.40,0,0,0,0,68,68,0.40,632778
p0004l00s000228.c,2281667755,22919,3103,760322459,12668,0,0,1,814.49,0,0,0,0,69,69,814.49,814819287
p0004l00s000217.c,220957728,19313,2423,60194949,9720,0,0,1,58.80,0,0,0,0,69,69,58.80,59042988
p0004l00s000169.c,871921,17148,2158,178736,8873,0,0,0,0.41,0,0,0,0,69,69,0.41,678988
p0004l00s000683.c,877109,17044,2130,179251,8915,0,0,0,0.41,0,0,0,0,67,67,0.41,683118
p0004l00s000979.c,884127,16941,2084,180652,8850,0,0,0,0.41,0,0,0,0,69,69,0.41,671703
p0004l00s000342.c,873612,17071,2376,177853,8814,0,0,0,0.41,0,0,0,0,66,66,0.42,659848
p0004l00s000538.c,868531,17272,2497,178080,8888,0,0,0,0.50,0,0,0,0,68,68,0.50,756933
p0004l00s000934.c,877243,16805,2030,179248,8779,0,0,0,0.40,0,0,0,0,68,68,0.40,625733
p0004l00s000724.c,868303,16846,2077,177863,8857,0,0,0,0.41,0,0,0,0,69,69,0.41,702290
p0004l00s000034.c,866203,17124,2015,177442,8777,0,0,0,0.41,0,0,0,0,67,67,0.41,677731
p0004l00s001099.c,872202,17036,1015,178286,8955,0,0,0,0.39,0,0,0,0,67,67,0.39,594000
p0004l00s000499.c,899205,17246,1215,183163,8874,0,0,0,0.40,0,0,0,0,69,69,0.40,613345
p0004l00s000611.c,869180,17129,2116,178232,8776,0,0,0,0.41,0,0,0,0,68,68,0.41,667807
p0004l00s000863.c,889871,18237,2492,180871,9001,0,0,0,0.47,0,0,0,0,68,68,0.47,705853
p0004l00s001080.c,887640,17138,2127,182034,8873,0,0,0,0.41,0,0,0,0,69,69,0.42,679794
p0004l00s000250.c,867411,16711,1338,177251,8801,0,0,0,0.40,0,0,0,0,68,68,0.40,656314
p0004l00s000990.c,1502117942,25739,7224,400405548,14417,0,0,1,1320.16,0,0,0,0,69,69,1320.16,1320490033
p0004l00s000991.c,120974211,18286,2158,40197268,9547,0,0,0,97.28,0,0,0,0,68,68,97.28,97541358
p0004l00s000865.c,875873,17213,2138,179573,8841,0,0,0,0.41,0,0,0,0,69,69,0.41,673286
p0004l00s000037.c,1442149851,25821,7255,480411076,14708,0,0,2,1352.77,0,0,0,0,67,67,1352.77,1353086754
p0004l00s000891.c,180964867,19223,2664,40194458,9610,0,0,0,70.58,0,0,0,0,68,68,70.58,70865234
p0004l00s000038.c,875674,16969,1338,179304,8751,0,0,0,0.39,0,0,0,0,68,68,0.39,641372
p0004l00s001096.c,876028,16743,2013,179655,8729,0,0,0,0.41,0,0,0,0,68,68,0.41,668296
p0004l00s000025.c,862933,17238,2120,176899,8931,0,0,0,0.41,0,0,0,0,66,66,0.41,680099
p0004l00s000052.c,871109,16895,2053,178033,8831,0,0,0,0.41,0,0,0,0,69,69,0.41,668740
p0004l00s000371.c,863130,17177,2036,176811,8875,0,0,0,0.41,0,0,0,0,66,66,0.41,678908
p0004l00s000076.c,894958,17622,1454,182222,8779,0,0,0,0.40,0,0,0,0,69,69,0.40,654333
p0004l00s000848.c,858295,16947,2075,175825,8735,0,0,0,0.40,0,0,0,0,66,66,0.40,670598
p0004l00s001044.c,891013,17243,2215,182563,8880,0,0,0,0.42,0,0,0,0,69,69,0.42,678529
p0004l00s000269.c,480994303,19400,2547,160200123,9827,0,0,0,127.94,0,0,0,0,67,67,127.95,128217350
p0004l00s000453.c,871365,16904,2096,178702,8883,0,0,0,0.41,0,0,0,0,68,68,0.41,669008
p0004l00s000007.c,1651343957,20113,2543,500264503,11199,0,0,0,479.14,0,0,0,0,68,68,479.14,479434906
p0004l00s000185.c,869442,16950,2259,178093,8882,0,0,0,0.41,0,0,0,0,69,69,0.41,675646
p0004l00s000995.c,859705,16795,2123,176200,8752,0,0,0,0.41,0,0,0,0,67,67,0.41,661874
p0004l00s001014.c,1503965,30580,14880,289028,9218,0,0,0,0.84,0,0,0,0,263,263,0.84,1116635
p0004l00s000595.c,260961984,18505,2333,80193478,9609,0,0,0,64.85,0,0,0,0,69,69,64.85,65117831
p0004l00s000833.c,876731,17181,2171,179902,8924,0,0,0,0.41,0,0,0,0,69,69,0.41,688621
p0004l00s000392.c,360975366,18809,2225,80196966,9599,0,0,0,111.20,0,0,0,0,68,68,111.20,111509762
p0004l00s000585.c,881600,17063,2019,180076,8906,0,0,0,0.41,0,0,0,0,68,68,0.42,737162
p0004l00s000578.c,240960625,18329,2555,80194294,9441,0,0,0,64.43,0,0,0,0,69,69,64.43,64704725
p0004l00s000316.c,862266,17136,2137,176672,8892,0,0,0,0.41,0,0,0,0,67,67,0.41,671072
p0004l00s001177.c,1021212,16995,2118,228153,8795,0,0,0,0.48,0,0,0,0,68,68,0.48,773148
p0004l00s000121.c,868114,17048,2240,177299,8823,0,0,0,0.41,0,0,0,0,67,67,0.41,665393
p0004l00s000468.c,858926,16804,2023,176022,8792,0,0,0,0.40,0,0,0,0,66,66,0.40,673603
p0004l00s000487.c,180929349,18177,2547,60189088,9276,0,0,0,48.45,0,0,0,0,69,69,48.45,48703955
p0004l00s001160.c,180922961,17983,2130,60188172,9380,0,0,0,48.65,0,0,0,0,69,69,48.65,48911087
p0004l00s000348.c,864609,17011,1607,177157,8726,0,0,0,0.40,0,0,0,0,67,67,0.40,629892
p0004l00s001150.c,863239,17057,1993,176959,8858,0,0,0,0.44,0,0,0,0,66,66,0.44,727343
p0004l00s000424.c,241066981,20113,3077,80214272,10389,0,0,1,191.90,0,0,0,0,67,67,191.90,192191123
p0004l00s000989.c,885555,17064,2063,181599,8897,0,0,0,0.41,0,0,0,0,69,69,0.41,685910
