Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0316l00s000381.c,911014,17147,2219,184843,8926,0,0,0,0.45,0,0,0,0,68,68,0.45,731366
p0316l00s000218.c,893572,17022,2190,182898,8984,0,0,0,0.44,0,0,0,0,69,69,0.44,728381
p0316l00s000937.c,897996,17160,2498,183855,8875,0,0,0,0.46,0,0,0,0,69,69,0.46,745322
p0316l00s000791.c,904112,18419,1766,183763,9233,0,0,0,0.48,0,0,0,0,68,68,0.48,747415
p0316l00s000398.c,879112,17104,2005,180017,8911,0,0,0,0.44,0,0,0,0,67,67,0.44,727621
p0316l00s001214.c,882168,17406,2111,180531,8901,0,0,0,0.44,0,0,0,0,68,68,0.44,727541
p0316l00s000773.c,914006,18503,2422,185728,9185,0,0,0,0.51,0,0,0,0,68,68,0.51,798460
p0316l00s000060.c,878723,17113,2150,179774,8954,0,0,0,0.43,0,0,0,0,67,67,0.43,681307
p0316l00s000947.c,890894,17019,1322,182457,8764,0,0,0,0.41,0,0,0,0,68,68,0.41,656499
p0316l00s001222.c,913378,17428,2335,186090,8903,0,0,0,0.45,0,0,0,0,69,69,0.45,732729
p0316l00s000055.c,916062,17481,2271,186274,8865,0,0,0,0.45,0,0,0,0,69,69,0.45,734013
p0316l00s000963.c,901452,17831,2446,183441,9123,0,0,0,0.46,0,0,0,0,67,67,0.46,756101
p0316l00s000351.c,890867,17998,2481,181740,9145,0,0,0,0.48,0,0,0,0,70,70,0.48,746359
p0316l00s000308.c,902106,17899,2496,184835,9087,0,0,0,0.48,0,0,0,0,68,68,0.48,734568
p0316l00s000574.c,893744,17133,2123,183083,8785,0,0,0,0.44,0,0,0,0,68,68,0.44,684288
p0316l00s000715.c,893463,17008,2079,183068,8879,0,0,0,0.44,0,0,0,0,68,68,0.44,708672
p0316l00s001180.c,906344,17471,2241,184648,8932,0,0,0,0.45,0,0,0,0,69,69,0.45,734135
p0316l00s000220.c,916138,18117,2476,187736,9384,0,0,1,0.49,0,0,0,0,70,70,0.50,757907
p0316l00s000231.c,905935,17493,2628,185323,9218,0,0,0,0.49,0,0,0,0,70,70,0.49,764561
p0316l00s000550.c,7688884,161054,79016,1352826,12560,0,0,0,4.58,0,0,0,0,2020,2020,4.58,4862790
p0316l00s000790.c,881047,17039,2131,180539,8934,0,0,0,0.44,0,0,0,0,66,66,0.44,689820
p0316l00s000845.c,871582,16880,2004,178433,8970,0,0,0,0.43,0,0,0,0,66,66,0.43,682908
p0316l00s001157.c,895169,17234,2248,182226,8960,0,0,0,0.44,0,0,0,0,68,68,0.44,694128
p0316l00s000384.c,878654,17071,2092,179310,8922,0,0,0,0.44,0,0,0,0,66,66,0.44,686642
p0316l00s000280.c,899390,17068,2127,184203,8891,0,0,0,0.43,0,0,0,0,70,70,0.44,750593
p0316l00s000958.c,881564,18265,2325,180261,9092,0,0,0,0.47,0,0,0,0,67,67,0.47,729519
p0316l00s000599.c,876488,16844,1965,179514,8913,0,0,0,0.43,0,0,0,0,66,66,0.43,690962
p0316l00s000260.c,896107,17009,2154,183582,8831,0,0,0,0.44,0,0,0,0,68,68,0.44,727095
p0316l00s001069.c,915972,18788,2773,186633,9538,0,0,1,0.50,0,0,0,0,68,68,0.50,762721
p0316l00s000443.c,894193,17650,1788,182883,9044,0,0,0,0.45,0,0,0,0,68,68,0.45,697015
p0316l00s001017.c,895087,17172,2134,182712,8937,0,0,0,0.44,0,0,0,0,68,68,0.44,713967
p0316l00s000926.c,903441,17148,2289,183971,9125,0,0,0,0.45,0,0,0,0,68,68,0.45,749106
p0316l00s000702.c,913817,17447,1876,185834,8953,0,0,0,0.44,0,0,0,0,68,68,0.44,721549
