Program,instructions,cache-references,cache-misses,branch-instructions,branch-misses,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,duration_time
p0666l00s000178.c,862673,16968,1965,176775,8672,0,0,0,0.43,0,0,0,0,68,68,0.43,708711
p0666l00s000014.c,829097,16565,1950,169507,8714,0,0,0,0.42,0,0,0,0,65,65,0.42,699363
p0666l00s000325.c,880913,17361,2100,179281,8951,0,0,0,0.43,0,0,0,0,67,67,0.43,754028
p0666l00s000432.c,871992,17855,2066,178833,8901,0,0,1,0.45,0,0,0,0,68,68,0.45,751017
p0666l00s000285.c,868167,16824,2001,178108,8750,0,0,0,0.43,0,0,0,0,68,68,0.43,705642
p0666l00s000192.c,862609,17049,1828,176123,8751,0,0,0,0.43,0,0,0,0,68,68,0.44,709419
p0666l00s000347.c,856273,17024,2019,174985,8776,0,0,0,0.44,0,0,0,0,67,67,0.44,714083
p0666l00s000402.c,855449,16926,2129,175199,8732,0,0,0,0.43,0,0,0,0,67,67,0.43,715233
p0666l00s000533.c,864772,16892,1940,176672,8684,0,0,0,0.43,0,0,0,0,68,68,0.43,723678
p0666l00s000527.c,846172,16783,2290,173386,8713,0,0,0,0.45,0,0,0,0,66,66,0.45,737894
p0666l00s000231.c,861574,17144,2092,175457,8804,0,0,0,0.43,0,0,0,0,67,67,0.43,712796
p0666l00s000214.c,859610,17342,2261,175019,8933,0,0,0,0.44,0,0,0,0,66,66,0.44,726106
p0666l00s000269.c,859478,16983,2121,176172,8793,0,0,0,0.43,0,0,0,0,67,67,0.43,731536
p0666l00s000130.c,873028,16972,2062,178381,8777,0,0,0,0.44,0,0,0,0,69,69,0.44,724181
p0666l00s000515.c,851523,16941,2119,174506,8702,0,0,0,0.43,0,0,0,0,66,66,0.43,720569
p0666l00s000322.c,864251,17445,2056,176088,8906,0,0,0,0.43,0,0,0,0,67,67,0.43,722936
p0666l00s000358.c,861283,17104,2077,176622,8857,0,0,0,0.44,0,0,0,0,68,68,0.44,717608
p0666l00s000349.c,851236,16979,2105,174242,8807,0,0,0,0.43,0,0,0,0,67,67,0.43,714601
p0666l00s000038.c,854878,17005,2013,175100,8702,0,0,0,0.43,0,0,0,0,66,66,0.43,709466
p0666l00s000438.c,871012,17889,2399,178467,9126,0,0,1,0.47,0,0,0,0,66,66,0.47,736112
p0666l00s000196.c,866413,17016,2047,177617,8706,0,0,0,0.43,0,0,0,0,67,67,0.43,741923
p0666l00s000405.c,871327,17151,2131,177026,8840,0,0,0,0.43,0,0,0,0,67,67,0.43,762877
p0666l00s000318.c,852169,16860,2045,174630,8646,0,0,0,0.42,0,0,0,0,66,66,0.42,700685
p0666l00s000290.c,842930,16698,1613,172166,8801,0,0,0,0.42,0,0,0,0,66,66,0.42,704466
p0666l00s000504.c,834626,16853,2309,171075,8820,0,0,0,0.41,0,0,0,0,65,65,0.41,657092
p0666l00s000002.c,869871,16914,2036,178364,8691,0,0,0,0.43,0,0,0,0,67,67,0.44,720158
p0666l00s000226.c,854859,17576,1674,174639,8899,0,0,0,0.45,0,0,0,0,65,65,0.45,685575
